Observation id,Boccia246M dunk,,,,,,,
499.374,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
499.374,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
499.916,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
499.917,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
505.755,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
506.714,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
507.422,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
507.423,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
509.800,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
512.968,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
512.969,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
515.805,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
516.554,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
516.555,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
521.018,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
522.351,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
522.352,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
527.898,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
535.278,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
535.279,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
536.614,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
536.697,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
540.574,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
540.575,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
541.243,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
544.911,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
544.912,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
545.621,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
547.288,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
547.289,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
557.673,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
564.469,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
564.470,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
564.679,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
566.138,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
566.930,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
566.931,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
576.981,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
584.653,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
584.654,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
586.030,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
590.199,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
590.200,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
608.132,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
609.465,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
609.466,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
610.467,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
611.675,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
611.676,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
611.843,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
613.302,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
613.303,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
614.012,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
614.965,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,gular pump,,,POINT
615.095,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
615.096,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
617.640,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
618.097,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
618.098,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
618.716,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,gular pump,,,POINT
620.767,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,START
621.601,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,reinhale,,soh,POINT
626.479,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,exhale,,,STOP
626.480,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,bubble release,,,POINT
627.106,Boccia246 dunk.MP4,632.300,23.98,Boccia 246M,end of trial,,,POINT
