Observation id,Boccia125,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia125.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-25 18:58:43,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0.000,Boccia125.MP4,196.860,14.99,Boccia 125,start of trial,,,POINT
1.401,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
1.534,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
3.668,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
3.669,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
8.674,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
8.939,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
9.072,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
9.073,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
13.216,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
13.409,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
13.541,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
13.542,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
16.494,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
20.080,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
20.080,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
20.479,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
20.480,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
24.950,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
25.217,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
25.483,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
25.484,Boccia125.MP4,196.860,14.99,Boccia 125,bubble release,,,POINT
33.289,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
33.289,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
34.088,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
34.089,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
37.558,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
37.692,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
39.026,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
40.500,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
41.584,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
43.696,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
43.963,Boccia125.MP4,196.860,14.99,Boccia 125,bubble release,,,POINT
44.095,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
44.096,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
48.651,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
48.689,Boccia125.MP4,196.860,14.99,Boccia 125,chest,,,POINT
53.934,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
57.524,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
58.226,Boccia125.MP4,196.860,14.99,Boccia 125,chest,,,POINT
62.044,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
70.113,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
70.180,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
70.246,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
70.247,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
73.449,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
73.516,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
74.182,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
74.183,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
76.117,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
76.583,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
76.584,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
78.386,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
79.452,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
79.453,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
81.921,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
81.988,Boccia125.MP4,196.860,14.99,Boccia 125,gular pump,,,POINT
82.788,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,STOP
82.789,Boccia125.MP4,196.860,14.99,Boccia 125,reinhale,,toh,POINT
90.794,Boccia125.MP4,196.860,14.99,Boccia 125,exhale,,,START
