Observation id,Boccia166 3,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia166 3.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-29 16:24:13,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
26.101,Boccia166 3.MP4,324.460,14.99,Boccia 166,start of trial,,,POINT
27.285,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
27.351,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
27.352,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
28.286,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
28.485,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
28.486,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
28.619,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
31.487,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
31.488,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
31.554,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
33.489,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
35.356,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
35.357,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
35.357,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
35.624,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,hbn,POINT
36.490,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
36.491,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
37.892,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
38.625,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
38.626,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
40.827,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
43.496,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
45.229,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
45.230,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
45.430,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
49.499,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
49.500,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
49.500,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
49.721,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
50.367,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,hbn,POINT
51.701,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
55.569,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
55.570,Boccia166 3.MP4,324.460,14.99,Boccia 166,bubble release,,,POINT
55.570,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
58.839,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
59.505,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
59.506,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
61.775,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
62.575,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,hbn,POINT
64.176,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
66.910,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
66.911,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
67.712,Boccia166 3.MP4,324.460,14.99,Boccia 166,gular pump,,,POINT
67.979,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
68.778,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
68.779,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
70.847,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,START
70.847,Boccia166 3.MP4,324.460,14.99,Boccia 166,gular pump,,,POINT
71.114,Boccia166 3.MP4,324.460,14.99,Boccia 166,gular pump,,,POINT
71.314,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,hbn,POINT
73.049,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
75.851,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
77.252,Boccia166 3.MP4,324.460,14.99,Boccia 166,reinhale,,toh,POINT
78.986,Boccia166 3.MP4,324.460,14.99,Boccia 166,gular pump,,,POINT
79.519,Boccia166 3.MP4,324.460,14.99,Boccia 166,exhale,,,STOP
