Observation id,Boccia300,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia300.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-06 15:17:33,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
9.800,Boccia300.MP4,440.310,23.98,Boccia 300,start of trial,,,POINT
24.979,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
26.355,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
27.648,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
28.691,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
29.065,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
29.066,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
29.066,Boccia300.MP4,440.310,23.98,Boccia 300,reinhale,,hbn,POINT
29.441,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
29.482,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
29.483,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
29.650,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
29.899,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
29.900,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
31.068,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
32.026,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
32.027,Boccia300.MP4,440.310,23.98,Boccia 300,reinhale,,hbn,POINT
32.193,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
32.527,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
32.568,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
32.569,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
32.736,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
32.860,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
32.861,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
33.028,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
33.902,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
33.903,Boccia300.MP4,440.310,23.98,Boccia 300,reinhale,,hbn,POINT
34.070,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
34.153,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
34.236,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
34.237,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
34.279,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
34.279,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
34.487,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
34.570,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
35.822,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
35.946,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
35.947,Boccia300.MP4,440.310,23.98,Boccia 300,reinhale,,hbn,POINT
36.197,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
36.321,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
36.322,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
36.489,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
36.655,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
36.656,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
36.656,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
37.989,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
37.990,Boccia300.MP4,440.310,23.98,Boccia 300,reinhale,,hbn,POINT
38.532,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
38.615,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
38.616,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
38.741,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
38.865,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
38.866,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
40.158,Boccia300.MP4,440.310,23.98,Boccia 300,gular pump,,,POINT
40.325,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
40.366,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,STOP
40.367,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
40.701,Boccia300.MP4,440.310,23.98,Boccia 300,exhale,,,START
40.742,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
40.784,Boccia300.MP4,440.310,23.98,Boccia 300,bubble release,,,POINT
