Observation id,ANOX105,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,ANOX105.MOV,,,,,,,
,,,,,,,,
Observation date,2019-10-19 16:35:00,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
182.588,ANOX105.MOV,724.500,60.0,ANOX1,start of trial,,,POINT
185.336,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
188.337,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
194.085,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
194.583,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
194.584,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
195.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
196.333,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
196.334,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
196.334,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
196.836,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
213.585,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
213.836,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
213.837,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
225.339,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
234.339,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
235.086,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
235.087,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
246.339,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
246.339,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
246.592,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
246.593,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
246.842,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
250.085,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
250.086,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
261.087,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
261.587,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
261.588,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
261.589,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
261.592,ANOX105.MOV,724.500,60.0,ANOX1,chest,,,POINT
283.337,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
283.341,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
283.587,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
283.588,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
284.087,ANOX105.MOV,724.500,60.0,ANOX1,chest,,,POINT
295.590,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
296.335,ANOX105.MOV,724.500,60.0,ANOX1,chest,,,POINT
296.335,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
296.586,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
304.335,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
304.336,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
304.587,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
305.092,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
316.585,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
316.586,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
316.592,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
316.592,ANOX105.MOV,724.500,60.0,ANOX1,gular pump,,,POINT
317.585,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
322.834,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
322.835,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
322.835,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
323.085,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
325.585,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
325.586,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
327.517,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
327.749,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
327.750,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,soh,POINT
327.817,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,START
328.017,ANOX105.MOV,724.500,60.0,ANOX1,reinhale,,lbn,POINT
356.335,ANOX105.MOV,724.500,60.0,ANOX1,bubble release,,,POINT
369.584,ANOX105.MOV,724.500,60.0,ANOX1,exhale,,,STOP
