Observation id,Boccia161 4 2,,,,,,,
231.087,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
231.287,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
231.288,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
243.029,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
243.095,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
243.362,Boccia161 4.MP4,285.150,14.99,Boccia 161,chest,,,POINT
243.561,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
243.562,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
250.901,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
250.901,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
251.567,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
251.568,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
251.835,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
257.505,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
257.638,Boccia161 4.MP4,285.150,14.99,Boccia 161,chest,,,POINT
258.038,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
258.039,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
265.911,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
266.311,Boccia161 4.MP4,285.150,14.99,Boccia 161,chest,,,POINT
266.311,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
266.378,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
272.048,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
272.048,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
272.382,Boccia161 4.MP4,285.150,14.99,Boccia 161,chest,,,POINT
272.648,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
273.582,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,START
274.449,Boccia161 4.MP4,285.150,14.99,Boccia 161,exhale,,,STOP
274.450,Boccia161 4.MP4,285.150,14.99,Boccia 161,reinhale,,toh,POINT
274.716,Boccia161 4.MP4,285.150,14.99,Boccia 161,gular pump,,,POINT
279.787,Boccia161 4.MP4,285.150,14.99,Boccia 161,end of trial,,,POINT
