Observation id,Boccia280M,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia280.MP4,,,,,,,
,,,,,,,,
Observation date,2019-04-18 17:41:55,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
23.770,Boccia280.MP4,455.580,23.98,Boccia 280M,chest out of view,,,START
23.770,Boccia280.MP4,455.580,23.98,Boccia 280M,start of trial,,,POINT
46.247,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
46.664,Boccia280.MP4,455.580,23.98,Boccia 280M,bubble release,,,POINT
48.706,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
48.707,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
52.154,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
80.906,Boccia280.MP4,455.580,23.98,Boccia 280M,bubble release,,,POINT
85.684,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
90.934,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
90.935,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
91.693,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
95.745,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
95.746,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
95.830,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
96.200,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
96.664,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
111.456,Boccia280.MP4,455.580,23.98,Boccia 280M,bubble release,,,POINT
111.456,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
112.279,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
112.280,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
116.180,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
117.138,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
117.139,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
120.976,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
121.224,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
125.395,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
125.396,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
130.567,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
131.318,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
133.751,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
134.237,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
134.238,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
137.073,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
137.073,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
138.072,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
138.073,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
147.569,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
147.581,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
155.170,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
155.171,Boccia280.MP4,455.580,23.98,Boccia 280M,bubble release,,,POINT
155.171,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
155.504,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
155.505,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
159.091,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
160.758,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
160.759,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
164.220,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
165.303,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
165.304,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
168.265,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
168.515,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
169.432,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
169.433,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
176.188,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,START
176.439,Boccia280.MP4,455.580,23.98,Boccia 280M,gular pump,,,POINT
177.522,Boccia280.MP4,455.580,23.98,Boccia 280M,exhale,,,STOP
177.523,Boccia280.MP4,455.580,23.98,Boccia 280M,reinhale,,soh,POINT
