Observation id,Boccia166,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia166.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-28 11:23:19,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
32.021,Boccia166.MP4,496.300,14.99,Boccia 166,start of trial,,,POINT
32.155,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
33.888,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
33.889,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
34.556,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
34.689,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
34.690,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
34.690,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
35.222,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
35.223,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
35.490,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
39.560,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
39.693,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
39.892,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
39.893,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
40.827,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
41.427,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
41.428,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
41.628,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
41.761,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
42.027,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
42.028,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
46.231,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
46.364,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
47.030,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
47.031,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
50.500,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
50.500,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
51.167,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
51.433,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
51.434,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
55.904,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
55.904,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
56.170,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
56.171,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
59.106,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
59.506,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
59.828,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
60.707,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
63.109,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
63.375,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
63.376,Boccia166.MP4,496.300,14.99,Boccia 166,bubble release,,,POINT
63.830,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
74.329,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
77.785,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
78.328,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
85.324,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
85.324,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
85.457,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
86.258,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
86.329,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
87.724,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,STOP
87.725,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
87.859,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
87.859,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
88.259,Boccia166.MP4,496.300,14.99,Boccia 166,exhale,,,START
88.326,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
88.859,Boccia166.MP4,496.300,14.99,Boccia 166,reinhale,,toh,POINT
89.080,Boccia166.MP4,496.300,14.99,Boccia 166,chest,,,POINT
91.728,Boccia166.MP4,496.300,14.99,Boccia 166,gular pump,,,POINT
