Observation id,Boccia140,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,Boccia140.MP4,,,,,,,
,,,,,,,,
Observation date,2019-03-27 17:50:56,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0.0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
0.000,Boccia140.MP4,170.570,14.99,Boccia 140,start of trial,,,POINT
5.404,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
5.948,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
6.137,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
10.964,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
11.074,Boccia140.MP4,170.570,14.99,Boccia 140,bubble release,,,POINT
11.206,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
11.207,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
11.408,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
15.609,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
15.610,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
15.677,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
16.543,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
16.544,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
16.611,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
20.946,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
20.947,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
24.883,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
25.217,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
25.750,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
25.751,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
30.354,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
30.554,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
31.086,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
31.087,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
34.089,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
34.356,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
34.622,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
34.623,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
37.425,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
37.425,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
37.982,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
38.425,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
38.426,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
40.976,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
41.094,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
41.161,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
42.094,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
42.095,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
45.897,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
45.976,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
46.031,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
46.630,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
46.631,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
49.099,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
49.099,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
49.223,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
49.899,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
49.900,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
53.369,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
53.369,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
53.476,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
54.702,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
54.703,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
56.771,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,START
56.905,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
57.223,Boccia140.MP4,170.570,14.99,Boccia 140,gular pump,,,POINT
57.838,Boccia140.MP4,170.570,14.99,Boccia 140,exhale,,,STOP
57.839,Boccia140.MP4,170.570,14.99,Boccia 140,reinhale,,toh,POINT
59.706,Boccia140.MP4,170.570,14.99,Boccia 140,chest,,,POINT
