time,oxygen
1,202.5075
2,203.383986
3,204.431682
4,204.07898
5,204.643236
6,204.129462
7,204.764124
8,205.499526
9,205.670784
10,205.721154
11,205.96293
12,205.177158
13,206.06367
14,206.124114
15,205.801463
16,205.701006
17,206.97033
18,206.46663
19,207.634749
20,206.838982
21,207.453882
22,207.504252
23,208.159062
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,160.07586
39,
40,
41,
42,
43,
44,
45,
46,
47,
48,
49,
50,157.35588
51,159.330384
52,161.042964
53,
54,160.206822
55,
56,
57,
58,
59,
60,
61,157.380552
62,160.156452
63,211.523778
64,213.01473
65,212.903916
66,212.973439
67,213.790428
68,214.012056
69,215.593674
70,215.200788
71,216.106142
72,214.796652
73,214.45417
74,214.826871
75,215.38212
76,215.934901
77,216.408332
78,216.478843
79,215.573526
80,215.501762
81,216.057078
82,215.803952
83,216.409668
84,216.005412
85,217.24581
86,216.832776
87,216.0873
88,216.832776
89,217.507734
90,216.99396
91,216.418405
92,216.047004
93,217.153734
94,217.24581
95,216.690376
96,216.851544
97,216.660157
98,216.802554
99,216.36804
100,217.053004
101,217.042931
102,217.779732
103,
104,
105,
106,
107,
108,
109,
110,
111,
112,
113,
114,
115,
116,
117,
118,
119,
120,
121,
122,
123,213.740058
124,214.403805
125,214.666866
126,214.556052
127,215.33175
128,215.108915
129,215.049678
130,216.016782
131,216.388186
132,216.116215
133,216.740741
134,216.5695
135,216.963738
136,217.818552
137,217.477512
138,216.952274
139,217.486143
140,216.822702
141,217.07315
142,216.983886
143,216.631296
144,217.294756
145,218.384172
146,217.477512
147,217.717822
148,217.435778
149,217.627165
150,217.809954
151,217.889063
152,217.939428
153,218.897946
154,217.657384
155,217.17388
156,217.638696
157,218.071878
158,217.153734
159,218.473297
160,218.333802
161,218.68483
162,218.674757
163,
164,
165,
166,
167,
168,
169,
170,
171,
172,
173,
174,
175,
176,
177,
178,
179,
180,
181,
182,
183,214.917528
184,215.340594
185,214.323221
186,216.126288
187,215.683076
188,215.764932
189,215.582346
190,216.720595
191,217.818552
192,218.835925
193,219.138115
194,218.926582
195,218.766984
196,219.017239
197,218.746836
198,219.027312
199,218.835925
200,219.641765
201,219.571254
202,218.773912
203,218.866144
204,218.997093
205,219.813006
206,219.752568
207,220.157196
208,219.329502
209,220.205853
210,219.571254
211,220.145415
212,220.054758
213,219.744162
214,220.336802
215,220.910963
216,220.157196
217,219.984247
218,221.142642
219,220.790087
220,220.810233
221,220.306583
222,220.820306
223,220.739722
224,220.961328
225,220.860598
226,220.316656
227,220.417386
228,219.5914
229,220.49797
230,220.256218
231,220.034612
232,219.79286
233,220.780014
234,221.424686
235,220.185707
236,221.736949
237,221.565708
238,221.523568
239,220.638992
240,221.394467
241,221.565708
242,220.659138
243,221.273591
244,220.467751
245,221.162788
246,221.694792
247,221.394467
248,220.80016
249,220.840452
250,221.817533
251,221.636219
252,222.81476
253,222.240599
254,222.047312
255,221.757095
256,223.0948
257,222.542789
258,222.431986
259,219.621619
260,221.092277
261,221.626146
262,223.157242
263,222.593154
264,223.207607
265,
266,
267,
268,
269,196.110558
270,203.927885
271,196.574595
272,214.444097
273,215.713295
274,216.488916
275,217.516362
276,194.529776
277,193.552695
278,
279,
280,
281,
282,
283,175.250054
284,179.700012
285,
286,
287,
288,
289,
290,
291,
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,178.362611
303,
304,
305,174.471606
306,174.521976
307,176.2775
308,177.597063
309,174.844344
310,178.443195
311,179.178524
312,183.266208
313,174.990928
314,182.313272
315,175.441441
316,175.451514
317,180.024656
318,178.604363
319,176.861734
320,174.726258
321,174.988156
322,174.96801
323,174.303192
324,176.489033
325,171.835307
326,173.910345
327,171.059686
328,171.885672
329,174.776623
330,175.081576
331,173.185089
332,172.75195
333,171.653993
334,169.790488
335,170.284065
336,169.377495
337,169.431184
338,168.373624
339,165.519536
340,168.108297
341,169.370752
342,170.51896
343,169.118952
344,161.349314
345,163.21676
346,168.061392
347,169.719977
