time,oxygen
0,178.75257
1,180.58531
2,182.39791
3,182.92155
4,183.33442
5,184.17023
6,184.36156
7,184.25079
8,186.00297
9,186.74815
10,185.76129
11,186.295
12,186.18423
13,186.71794
14,187.041744
15,186.85892
16,187.63431
17,187.84578
18,187.783866
19,187.542162
20,187.54368
21,187.86592
22,188.07739
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,185.05639
43,185.288
44,186.18423
45,187.22144
46,187.7048
47,187.260174
48,187.83571
49,187.28186
50,188.17809
51,187.82564
52,188.82257
53,187.92634
54,188.08746
55,187.91627
56,188.4097
57,188.861463
58,188.60103
59,188.79236
60,189.54761
61,189.15488
62,189.304587
63,188.720469
64,189.52747
65,189.798066
66,189.38649
67,189.67852
68,189.97055
69,188.88299
70,190.10146
71,190.65531
72,189.556362
73,189.80943
74,189.385155
75,190.372113
76,189.9202
77,190.68552
78,190.77615
79,190.4237
80,191.07825
81,191.10846
82,190.54454
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,186.56689
103,188.36942
104,188.962173
105,190.00076
106,188.68159
107,189.03404
108,189.75908
109,190.87685
110,190.603746
111,190.2223
112,190.5244
113,191.36021
114,190.85671
115,190.65531
116,191.06818
117,191.10846
118,191.2293
119,191.590704
120,191.19909
121,192.11546
122,191.49112
123,191.85364
124,192.72973
125,192.93113
126,192.003615
127,191.973402
128,192.39742
129,192.48805
130,192.003615
131,192.799224
132,192.19602
133,192.42763
134,192.718656
135,192.88078
136,192.57868
137,193.212135
138,193.10232
139,192.58875
140,193.101354
141,193.343058
142,193.9482
143,
144,
145,
146,
147,
148,
149,
150,
151,
152,
153,
154,
155,
156,
157,
158,
159,
160,
161,
162,189.15488
163,190.37335
164,190.664172
165,190.27265
166,190.966302
167,191.671272
168,191.771982
169,191.66231
170,191.82343
171,190.99769
172,191.792124
173,191.68245
174,192.114396
175,192.19602
176,192.78008
177,192.88078
178,193.141638
179,192.940218
180,192.22623
181,192.28665
182,192.68945
183,193.604904
184,193.43463
185,193.17281
186,193.927176
187,194.904063
188,194.33086
189,194.511294
190,194.4517
191,194.93506
192,194.70345
193,194.73366
194,194.66317
195,194.732856
196,195.085341
197,194.83436
198,194.23016
199,195.14653
