time,oxygen
0,200.65524
1,201.158794
2,200.53464
3,201.400272
4,201.118526
5,200.816328
6,201.551407
7,201.319866
8,200.454104
9,202.21578
10,202.256052
11,201.440544
12,202.960812
13,203.05139
14,202.175561
15,201.279598
16,202.276188
17,202.427208
18,202.709112
19,204.249363
20,204.148836
21,204.420502
22,205.216044
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
37,
38,
39,
40,
41,
42,
43,198.01789
44,195.943416
45,197.554296
46,198.269124
47,198.994389
48,199.628304
49,199.618543
50,199.668878
51,201.46068
52,201.420408
53,200.776248
54,200.141772
55,201.289665
56,199.618236
57,201.23933
58,200.534424
59,200.212248
60,200.222316
61,199.054428
62,201.188995
63,201.13866
64,199.728984
65,200.8566
66,202.336633
67,202.829916
68,202.739313
69,201.017856
70,203.262797
71,201.108459
72,202.024488
73,202.688976
74,202.145304
75,200.917008
76,201.722546
77,201.732613
78,201.994284
79,203.363467
80,203.967487
81,202.3467
82,201.923886
83,
84,
85,
86,
87,
88,
89,
90,
91,
92,
93,
94,
95,
96,
97,
98,
99,
100,
101,
102,
103,197.746081
104,197.282999
105,200.816516
106,200.997722
107,200.615176
108,200.846717
109,202.598375
110,202.678911
111,204.380234
112,202.920519
113,200.73598
114,200.63531
115,200.927253
116,201.390204
117,202.014489
118,202.980921
119,200.907119
120,203.665477
121,202.819849
122,203.665477
123,202.527906
124,203.595008
125,203.373534
126,206.464103
127,205.658743
128,204.974187
129,205.397268
130,
131,
132,
133,
134,
135,
136,
137,
138,
139,
140,
141,
142,188.625379
143,202.920519
144,203.011122
145,200.534424
146,200.494372
147,199.850084
148,198.521652
149,198.863518
150,197.081659
151,196.668912
152,196.960855
153,196.930654
154,196.970922
155,197.51454
156,
157,
158,
159,192.450839
160,197.635344
161,188.715982
162,197.635344
163,197.937354
164,197.937354
165,192.068293
166,190.276367
167,197.655478
168,197.675612
169,197.182874
170,193.408124
171,196.578309
172,196.296433
173,196.074959
174,190.236099
175,196.165562
176,195.461588
177,195.521274
178,195.089146
179,195.742748
180,194.857628
181,194.585846
182,194.444105
183,191.051526
184,193.638745
185,191.051526
186,191.37367
187,192.954189
188,193.87116
189,191.655546
190,191.746149
191,191.585077
192,
193,187.135463
194,191.413938
195,191.705881
196,191.403871
197,190.558243
198,190.648846
199,189.903888
200,190.36697
201,191.030232
202,189.289801
203,189.320002
204,189.541476
205,188.613912
206,189.199198
207,188.937456
208,189.279734
209,183.964358
210,188.202565
211,187.679081
212,188.967657
213,188.695848
214,188.022814
215,187.971024
216,187.075061
217,186.611979
218,186.924056
219,186.682448
220,186.219366
221,184.550044
222,184.870388
223,185.13213
224,185.122063
225,184.789852
226,185.122063
227,
228,184.658981
229,184.56011
230,184.296569
231,184.346904
232,183.813353
233,184.014693
234,183.682482
235,183.893889
236,183.289869
237,182.997926
238,182.728098
239,183.430807
240,182.494576
241,182.403973
242,182.091896
243,181.648948
244,181.882554
245,180.793253
246,180.561712
247,180.511377
248,180.571779
249,178.399718
250,178.880523
251,177.229535
252,176.202701
253,176.27317
254,176.182567
255,175.558413
256,175.739619
257,174.642316
258,173.907425
259,173.044606
260,172.860457
261,
262,
263,
264,
265,
266,
267,
268,
269,
270,
271,
272,
273,
274,165.884026
275,174.400708
276,173.021529
277,171.705828
278,171.702752
279,172.04503
280,173.283271
281,163.800157
282,172.04503
283,171.84369
284,170.494712
285,169.568548
286,168.283388
287,168.239704
288,166.800123
289,167.595416
290,167.025138
291,
292,
293,
294,
295,171.058464
296,168.692719
297,168.873925
298,170.494712
299,169.175935
300,169.256471
301,168.360508
302,168.45451
303,161.992138
304,161.907561
305,
306,
307,
308,
309,
310,
311,
312,
313,
314,
315,
316,
317,
318,
319,
320,
321,
322,
323,
324,159.471347
325,166.179594
326,161.71029
327,165.612217
328,165.28372
329,163.548482
330,
331,
332,
333,
334,
335,
336,
337,
338,165.954495
339,164.333708
340,163.0854
341,162.143128
342,162.310241
343,161.998164
344,
345,
346,
347,
348,
349,
350,
351,
352,
353,
354,
355,
356,
357,
358,
359,
360,
361,
362,
363,
364,
365,
366,
367,
368,
369,
370,
371,
372,
373,
374,
375,
376,
377,
378,
379,
380,
381,
382,
383,
384,
385,
386,
387,
388,
389,
390,
391,
392,
393,
394,
395,
396,
397,
398,
399,
400,
401,
402,
403,
404,
405,
406,
407,
408,
409,
410,
411,
412,
413,
414,
415,
416,
417,
418,
419,
420,
421,
422,
423,
424,
425,
426,
427,
428,
429,
430,
431,
432,
433,
434,
435,
436,
437,
438,
439,
440,
441,
442,
443,
444,
445,
446,
447,
448,
449,
450,
451,
452,
453,
454,
455,
456,
457,
458,
459,
460,
461,
462,
463,
464,
465,
466,
467,
468,
469,
470,
471,
472,
473,
474,
475,
476,
477,
478,
479,
480,
481,
482,
483,
484,
485,
486,
487,
488,
489,
490,
491,
492,
493,
494,
495,
496,
497,
498,
499,
500,
501,
502,
503,
504,
505,
506,
507,
508,
509,
510,
511,131.605891
512,133.770296
513,133.407884
514,133.887866
515,133.860899
516,133.757008
517,132.169643
518,133.48842
519,132.199844
520,133.126008
521,
522,
523,
524,
525,
526,
527,
528,
529,
530,
531,
532,
533,
534,198.642444
535,198.088359
536,196.689046
537,199.316533
538,197.78586
539,198.813566
