Time (s),Oxygen(hPa),crit val
373,154.6,
374,157.629,
375,158.294,
376,157.501,
377,157.406,
378,154.994,
379,156.652,
380,154.067,
381,156.066,
382,154.363,
383,159.28,
384,157.183,
385,158.525,
386,153.595,
387,154.669,
388,159.18,
389,157.396,
390,155.57,
391,157.667,
392,157.193,
393,154.93,
394,153.764,
395,157.719,
396,156.373,
397,158.347,
398,158.974,
399,153.912,
400,160.694,
401,154.137,
402,155.632,
403,156.398,
404,158.357,
405,154.325,
406,158.142,
407,155.073,
408,158.35,
409,157.628,
410,159.847,
411,154.66,
412,157.835,
413,156.094,
414,153.1,
415,153.652,
416,155.398,
417,154.233,
418,156.754,
419,157.647,
420,158.136,
421,157.507,
422,157.595,
423,158.531,
424,159.267,
425,156.041,
426,157.041,
427,156.219,
428,157.555,
429,156.481,
430,152.61,
431,155.41,
432,158.999,
433,155.424,
434,155.296,
435,157.751,
436,151.824,
437,154.278,
438,156.158,
439,156.388,
440,154.154,
441,158.663,
442,158.055,
443,156.207,
444,153.704,
445,155.425,
446,154.542,
447,155.529,
448,152.809,
449,156.737,
450,157.623,
451,154.1,
452,156.901,
453,155.604,
454,150.367,
455,156.024,
456,159.785,
457,158.66,
458,157.621,
459,155.467,
460,155.289,
461,157.473,
462,154.532,
463,155.604,
464,159.009,
465,153.396,
466,156.971,
467,159.087,
468,157.812,
469,156.439,
470,160.402,
471,157.146,
472,159.745,
473,154.944,
474,154.42,
475,156.434,
476,156.363,
477,152.658,
478,155.485,
479,157.263,
480,157.487,
481,158.558,
482,154.992,
483,158.777,
484,158.583,
485,155.444,
