Time (s),Oxygen(hPa),crit val
245,154.212,268
246,155.25,378
247,157.209,
248,157.784,
249,156.978,
250,155.884,
251,154.899,
252,160.412,
253,149.493,
254,,
255,,
256,155.352,
257,157.273,
258,158.625,
259,154.89,
260,153.29,
261,,
262,,
263,150.422,
264,156.153,
265,154.668,
266,157.355,
267,145.008,
268,,
269,,
270,,
271,121.633,
272,126.84,
273,,
274,,
275,,
276,,
277,,
278,130.637,
279,132.793,
280,132.296,
281,124.953,
282,,
283,,
284,,
285,,
286,,
287,,
288,,
289,,
290,,
291,,
292,,
293,,
294,122.641,
295,,
296,,
297,,
298,,
299,,
300,,
301,,
302,,
303,,
304,,
305,,
306,,
307,,
308,119.663,
309,,
310,,
311,,
312,,
313,,
314,,
315,,
316,,
317,,
318,,
319,,
320,,
321,,
322,,
323,,
324,,
325,,
326,,
327,,
328,,
329,,
330,112.223,
331,,
332,,
333,,
334,,
335,,
336,,
337,,
338,,
339,112.553,
340,,
341,,
342,,
343,,
344,,
345,,
346,,
347,,
348,,
349,,
350,,
351,,
352,,
353,,
354,106.964,
355,,
356,,
357,,
358,,
359,,
360,109.535,
361,,
362,,
363,,
364,,
365,,
366,,
367,,
368,,
369,,
370,,
371,,
372,,
373,,
374,,
375,,
376,,
377,,
378,,
379,158.592,
380,155.004,
381,154.618,
382,155.589,
383,159.585,
384,155.093,
385,158.618,
386,161.956,
387,163.272,
388,161.017,
389,,
390,160.024,
391,160.604,
392,161.998,
393,160.267,
394,163.723,
395,158.699,
396,165.545,
397,159.497,
398,160.656,
399,161.141,
400,160.515,
401,163.925,
402,159.541,
403,162.138,
404,159.758,
405,161.667,
406,160.546,
407,159.887,
408,161.698,
409,161.595,
410,159.357,
411,161.879,
412,159.081,
413,161.058,
414,160.218,
415,158.111,
416,161.372,
417,158.57,
418,162.535,
419,160.253,
420,161.727,
421,161.622,
422,160.398,
423,160.255,
424,161.086,
425,160.03,
426,161.324,
427,160.665,
428,158.51,
429,162.606,
430,162.802,
431,158.898,
432,160.785,
433,158.77,
434,163.612,
435,161.42,
436,164.229,
437,162.834,
438,160.688,
439,160.252,
440,160.195,
441,158.417,
442,160.512,
443,158.084,
444,161.903,
445,160.964,
446,159.713,
447,163.351,
448,162.529,
449,162.337,
450,165.501,
451,159.33,
452,158.418,
453,163.045,
454,160.823,
455,163.867,
456,164.25,
457,164.498,
458,162.325,
459,161.528,
460,160.272,
461,160.115,
462,160.248,
463,159.761,
464,164.996,
465,159.999,
466,162.747,
467,159.242,
468,161.236,
469,162.266,
470,161.137,
471,160.858,
472,162.996,
473,161.04,
474,161.576,
475,157.87,
476,159.322,
477,161.87,
478,161.474,
479,162.281,
480,158.07,
481,160.931,
482,159.223,
483,155.808,
484,160.072,
485,162.719,
486,161.913,
487,164.87,
488,159.243,
489,160.787,
