"dive.id","Species","Boccia.ID","Site","submersion.type","Submersion.naturally.terminated.","Mass","SVL","Sex","Rebreathing.type","Duration bp","num_all_rb bp","rb_full_rate bp","rb_full_int bp","first_rb bp","last_rb bp","rb_period bp","rate_adj_rb bp","low_rb bp","low_rb_rate bp","num_br bp","rate_br bp","num_gul bp","rate_gul bp","num_ch bp","rate_ch bp","dur_exh_tot bp","exh_pct bp","num_exh bp","exh_avg bp","soh bp","toh bp","hbn bp","lbn bp","num trials"
1,"maculigula","Boccia 275","Tatama","dunk","yes",9.2,85,"F","sustained",413.435,32,0.0774003168575471,11.608064516129,119.725,479.575,359.85,0.0889259413644574,0,0,9,0.0217688391161851,28,0.0677252772503537,6,0.0145125594107901,164.977,0.399039752318986,30,5.49923333333333,0,32,0,0,1
1,"maculigula","Boccia 276","Tatama","dunk","yes",7,69,"F","sustained",147.377,11,0.0746385121151876,9.9875,130.484,230.359,99.875,0.110137672090113,0,0,3,0.0203559578495966,8,0.054282554265591,0,0,19.1969999999999,0.130257774279568,13,1.4766923076923,0,11,0,0,1
1,"uniformis","Boccia 276M","Tuxtlas","dunk","yes",2,40,"F","no",36.835,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0814442785394326,0,0,35.003,0.950264693905253,1,35.003,0,0,0,0,1
1,"maculigula","Boccia 277","Tatama","dunk","yes",14.7,83,"F","incidental",127.633,1,0.00783496431173756,NA,240.325,NA,NA,NA,2,0.0156699286234751,5,0.0391748215586878,2,0.0156699286234751,0,0,46.1,0.361191854771102,6,7.68333333333334,0,0,1,2,1
1,"uniformis","Boccia 277M","Tuxtlas","dunk","yes",1.7,40,"F","no",23.255,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0430015050526769,0,0,22.252,0.956869490432166,1,22.252,0,0,0,0,1
2,"princeps","Boccia 279","Tatama","dunk","yes",42.7,141,"M","incidental",45.332,1,0.0220594723374217,NA,46.394,NA,NA,NA,0,0,0,0,0,0,0,0,3.741,0.0825244860142945,1,3.741,0,1,0,0,2
1,"sericeus","Boccia 279M","Tuxtlas","dunk","yes",2,46,"F","no",107.709,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,106.75,0.99109638006109,1,106.75,0,0,0,0,1
1,"barkeri","Boccia 280M","Tuxtlas","dunk","yes",15,95,"M","sustained",330.04,40,0.121197430614471,6.58605128205128,45.538,302.394,256.856,0.155729280219267,0,0,5,0.0151496788268089,0,0,0,0,302.066,0.91524057689977,10,30.2066,40,0,0,0,4
1,"barkeri","Boccia 281M","Tuxtlas","dunk","yes",6.8,70,"F","sustained",257.27,18,0.0699654059937031,9.32117647058824,14.304,172.764,158.46,0.11359333585763,0,0,1,0.00388696699965017,7,0.0272087689975512,0,NA,78.27,0.304232907062619,17,4.60411764705882,18,0,0,0,5
1,"barkeri","Boccia 282M","Tuxtlas","dunk","yes",17.2,96,"M","sustained",93.587,20,0.213704894910618,4.36763157894737,83.862,166.847,82.985,0.241007410977888,0,0,7,0.0747967132187163,23,0.245760629147211,0,NA,23.912,0.255505572355135,22,1.08690909090909,20,0,0,0,9
1,"antonii","Boccia 283","Tatama","dunk","yes",1.9,45,"F","no",47.149,0,0,NA,NA,NA,NA,NA,0,0,2,0.0424187151371185,3,0.0636280727056777,2,0.0424187151371185,0.0799999999999983,0.0016967486054847,2,0.0399999999999991,0,0,0,0,1
1,"barkeri","Boccia 283M","Tuxtlas","dunk","yes",6.6,71,"F","incidental",110.296,1,0.0090665119315297,NA,89.688,NA,NA,NA,0,0,1,0.0090665119315297,5,0.0453325596576485,0,NA,31.216,0.283020236454631,1,31.216,1,0,0,0,5
1,"antonii","Boccia 284","Tatama","dunk","yes",1.9,45,"F","no",157.108,0,0,NA,NA,NA,NA,NA,0,0,0,0,4,0.0254601929882628,0,0,0,0,0,NA,0,0,0,0,1
1,"antonii","Boccia 285","Tatama","dunk","no",1.9,42,"F","no",18.495,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"uniformis","Boccia 285M","Tuxtlas","dunk","yes",1.6,39,"M","no",70.483,0,0,NA,NA,NA,NA,NA,0,0,1,0.014187818339174,0,0,0,0,66.745,0.946965935048168,2,33.3725,0,0,0,0,2
1,"antonii","Boccia 286","Tatama","dunk","no",1.4,42,"F","no",88.764,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,61.999,0.69847010049119,1,61.999,0,0,0,0,1
1,"uniformis","Boccia 286M","Tuxtlas","dunk","yes",1.2,33,"F","no",93.081,0,0,NA,NA,NA,NA,NA,0,0,0,0,13,0.139663304004039,2,0.0214866621544676,91.512,0.98314371353982,1,91.512,0,0,0,0,1
1,"antonii","Boccia 287","Tatama","dunk","no",1.9,46,"F","no",22.979,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
2,"uniformis","Boccia 287M","Tuxtlas","dunk","yes",1.6,36,"F","no",106.809,0,0,NA,NA,NA,NA,NA,0,0,0,0,7,0.0655375483339419,0,NA,106.726,0.999222911926898,1,106.726,0,0,0,0,2
1,"uniformis","Boccia 289M","Tuxtlas","dunk","yes",1.5,40,"F","incidental",36.749,2,0.0544232496122343,1.75,26.869,28.619,1.75,1.14285714285714,0,0,1,0.0272116248061172,3,0.0816348744183515,0,0,33.288,0.905820566546028,1,33.288,2,0,0,0,2
1,"antonii","Boccia 292","Tatama","dunk","yes",1.1,45,"M","no",52.405,0,0,NA,NA,NA,NA,NA,0,0,1,0.019082148649938,1,0.019082148649938,0,0,52.279,0.997595649270108,1,52.279,0,0,0,0,1
1,"chloris","Boccia 294","Tatama","voluntary","no",2.9,55,"F","no",162.166,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"duellmani","Boccia 295M","Tuxtlas","dunk","yes",1.3,36,"F","incidental",62.749,2,0.0318730178966996,3.252,23.937,27.189,3.252,0.615006150061501,0,0,3,0.0478095268450493,0,0,0,0,45.981,0.732776617954071,6,7.6635,2,0,0,0,2
1,"chloris","Boccia 297","Tatama","dunk","yes",1.1,39,"F","no",15.903,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"sericeus","Boccia 297M","Tuxtlas","dunk","yes",2,45,"F","no",51.698,0,0,NA,NA,NA,NA,NA,0,0,1,0.0193431080506016,1,0.0193431080506016,0,0,48.778,0.943518124492243,2,24.389,0,0,0,0,1
2,"sericeus","Boccia 298M","Tuxtlas","dunk","yes",2,43,"F","no",150.643,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0199146326082194,0,0,0,0,0,NA,0,0,0,0,2
1,"chloris","Boccia 299","Tatama","dunk","yes",3.7,62,"M","no",16.775,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.119225037257824,0,0,0,0,0,NA,0,0,0,0,1
1,"danieli","Boccia 300","Tatama","dunk","yes",29.2,110,"F","sustained",117.223,8,0.0682459926806173,9.571,45.329,42.452,2.877,2.78067431352103,5,0.0426537454253858,32,0.272983970722469,22,0.187676479871698,0,0,54.805,0.467527703607654,42,1.30488095238095,0,0,8,5,2
2,"uniformis","Boccia 301M","Tuxtlas","dunk","yes",1.6,36,"F","no",71.711,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.0278897240311807,5,0.0697243100779518,67.297,0.938447379063184,1,67.297,0,0,0,0,2
1,"antonii","Boccia 302","Tatama","dunk","yes",1.8,45,"F","no",65.042,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"uniformis","Boccia 302M","Tuxtlas","dunk","yes",1.1,22,"M","no",18.942,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18.942,1,1,18.942,0,0,0,0,1
1,"chloris","Boccia 304","Tatama","dunk","yes",2.8,58,"F","no",210.738,0,0,NA,NA,NA,NA,NA,0,0,0,0,18,0.0854141161062552,0,0,0,0,0,NA,0,0,0,0,1
1,"uniformis","Boccia 304M","Tuxtlas","dunk","yes",1.5,38,"M","no",25.499,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"uniformis","Boccia 305M","Tuxtlas","dunk","yes",1.5,37,"F","incidental",47.888,4,0.0835282325425994,1.02866666666667,16.43,19.516,3.086,1.29617627997408,0,0,0,0,4,0.0835282325425994,0,0,2.396,0.0500334112930171,4,0.599000000000001,4,0,0,0,1
1,"uniformis","Boccia 306M","Tuxtlas","dunk","yes",1.6,37,"F","no",29.282,0,0,NA,NA,NA,NA,NA,0,0,0,0,12,0.409808073219042,0,0,23.252,0.794071443207431,1,23.252,0,0,0,0,1
1,"uniformis","Boccia 307M","Tuxtlas","dunk","yes",1.4,37,"M","no",121.851,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0246202329074033,0,0,121.851,1,1,121.851,0,0,0,0,1
2,"chloris","Boccia 308","Tatama","dunk","yes",2.1,51,"F","no",35.15,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"sericeus","Boccia 308M","Tuxtlas","dunk","no",2.4,46,"F","no",25.004,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"sericeus","Boccia 309M","Tuxtlas","dunk","yes",1,41,"M","incidental",157.655,1,0.00634296406710856,NA,36.906,NA,NA,NA,0,0,0,0,0,0,0,0,145.207,0.921042783292633,1,145.207,1,0,0,0,1
1,"danieli","Boccia 310","Tatama","dunk","yes",26.1,111,"M","incidental",201.206,1,0.00497003071478982,NA,41.141,NA,NA,NA,2,0.00994006142957964,22,0.109340675725376,25,0.124250767869745,0,0,16.672,0.0828603520769759,6,2.77866666666667,0,1,0,2,1
2,"megalopithecus","Boccia 311","Tatama","dunk","no",11.9,91,"M","no",158.088,0,0,NA,NA,NA,NA,NA,0,0,7,0.0442791356712717,14,0.0885582713425434,0,0,155.338,0.982604625272,1,155.338,0,0,0,0,1
1,"ventrimaculatus","Boccia 312","Tatama","dunk","yes",6.3,73,"M","no",66.527,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0150314909735897,0,0,0,0,0,NA,0,0,0,0,1
2,"ventrimaculatus","Boccia 313","Tatama","dunk","yes",5.4,68,"F","incidental",44.793,1,0.0223249168396848,NA,184.32,NA,NA,NA,0,0,0,0,0,0,0,0,42.67,0.952604201549349,2,21.335,0,1,0,0,1
1,"danieli","Boccia 314","Tatama","dunk","yes",29.5,119,"M","no",52.798,0,0,NA,NA,NA,NA,NA,0,0,3,0.0568203341035645,4,0.0757604454714194,0,0,4.586,0.0868593507329823,1,4.586,0,0,0,0,1
1,"sericeus","Boccia 314M","Tuxtlas","dunk","yes",2.3,47,"F","no",31.51,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,29.757,0.94436686766106,1,29.757,0,0,0,0,1
1,"antioquiae","Boccia 315","Tatama","voluntary","yes",9.5,76,"M","no",63.415,0,0,NA,NA,NA,NA,NA,0,0,3,0.0473074193802728,14,0.22076795710794,0,0,0,0,0,NA,0,0,0,0,2
1,"antonii","Boccia 316","Tatama","dunk","yes",1.3,42,"M","no",66.28,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,62.248,0.939167169583585,1,62.248,0,0,0,0,1
1,"ventrimaculatus","Boccia 317","Tatama","dunk","yes",7,74,"M","no",71.736,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"uniformis","Boccia 317M","Tuxtlas","dunk","yes",1.7,37,"M","no",16.254,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0615233173372708,1,0.075431847325941,16.254,1,1,16.254,0,0,0,0,1
1,"sericeus","Boccia 318M","Tuxtlas","dunk","yes",1.1,40,"M","no",24.773,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,23.774,0.959673838453155,1,23.774,0,0,0,0,1
1,"chloris","Boccia 319","Tatama","dunk","no",2.2,49,"M","sustained",45.799,5,0.10917268936003,1.56375,22.185,28.44,6.255,0.799360511590727,0,0,0,0,11,0.240179916592065,0,0,4.166,0.0909626847747767,5,0.833199999999999,0,0,5,0,2
1,"chloris","Boccia 320","Tatama","dunk","yes",3.2,56,"M","no",26.019,0,0,NA,NA,NA,NA,NA,0,0,0,0,4,0.153733809908144,2,0.076866904954072,0,0,0,NA,0,0,0,0,2
2,"chloris","Boccia 321","Tatama","dunk","yes",4.2,65,"M","no",27.749,0,0,NA,NA,NA,NA,NA,0,0,0,0,12,0.432448016144726,0,0,0,0,0,NA,0,0,0,0,1
1,"antonii","Boccia 322","Tatama","dunk","yes",1.6,47,"M","no",47.533,0,0,NA,NA,NA,NA,NA,0,0,2,0.0420760313887194,4,0.0841520627774388,0,0,10.012,0.21063261313193,2,5.006,0,0,0,0,1
1,"sericeus","Boccia 322M","Tuxtlas","dunk","no",2.1,45,"F","no",81.254,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,80.252,0.987668299406798,1,80.252,0,0,0,0,1
2,"chloris","Boccia 323","Tatama","dunk","no",3.5,61,"M","no",34.615,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2
1,"sericeus","Boccia 325M","Tuxtlas","dunk","no",1.8,45,"F","no",26.505,0,0,NA,NA,NA,NA,NA,0,0,1,0.0377287304282211,0,0,0,0,0.0829999999999984,0.00313148462554229,1,0.0829999999999984,0,0,0,0,1
1,"sericeus","Boccia 331M","Tuxtlas","dunk","yes",2.1,45,"F","no",18.612,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"oxylophus","Boccia 34","La_Selva","voluntary","yes",5.2,67,"M","sustained",40.027,9,0.281919558952512,3.2355,12.942,38.826,25.884,0.347705146036161,0,0,1,0.031324395439168,0,0,0,0,26.944,0.844004510712943,11,2.44945454545455,8,1,0,0,3
1,"oxylophus","Boccia 96","La_Selva","voluntary","no",6.6,67,"M","no",30.864,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,25.5,0.999607996863975,1,25.5,0,0,0,0,1
1,"reconditus","HOLY DLM 1","Jamaica","dunk","yes",1.4,40,"F","no",145.265,0,0,NA,NA,NA,NA,NA,0,0,1,0.00688397067428493,1,0.00688397067428493,1,0.0117976003680851,0,0,0,NA,0,0,0,0,1
2,"reconditus","HOLY DLM 2","Jamaica","dunk","yes",2.7,51,"M","incidental",200.45,3,0.0149663257670242,65.182,244.358,374.722,130.364,0.0230124881102145,0,0,6,0.0299326515340484,11,0.0548765278124221,0,0,82.979,0.413963581940634,4,20.74475,1,2,0,0,2
2,"opalinus","HOLY DLM 3","Jamaica","dunk","yes",3.6,53,"M","no",87.342,0,0,NA,NA,NA,NA,NA,5,0.0572462274736095,3,0.0343477364841657,9,0.103043209452497,12,0.137390945936663,1.24499999999999,0.0142543106409287,6,0.207499999999998,0,0,0,5,2
1,"opalinus","HOLY EF 2","Jamaica","dunk","yes",1.4,41,"F","no",259.359,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.00771131905968175,2,0.00771131905968175,0,0,0,NA,0,0,0,0,3
1,"reconditus","HOLY EF 4","Jamaica","dunk","yes",3,51,"F","no",159.249,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1
1,"opalinus","HOLY HM 1","Jamaica","dunk","yes",4.1,55,"M","no",58.034,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,48.545,0.836492401006307,1,48.545,0,0,0,0,1
2,"opalinus","HOLY LOF 1","Jamaica","dunk","yes",3.2,52,"M","no",55.311,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.0361591726781291,1,0.0180795863390646,0,0,0,NA,0,0,0,0,3
1,"opalinus","HOLY PO 1","Jamaica","dunk","yes",2.7,51,"M","no",162.709,0,0,NA,NA,NA,NA,NA,1,0.00625160197300558,1,0.00625160197300558,3,0.0199749647108957,5,0.0307297076375615,150.451,0.940559768440663,1,150.451,0,0,0,1,1
1,"sagrei","LARE DLM 1","Jamaica","dunk","yes",3,50,"M","no",188.416,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.00539380144338127,1,0.00561343632117837,0,0,0,NA,0,0,0,0,1
3,"valencienni","LARE DLM 2","Jamaica","dunk","yes",5.4,66,"M","no",87.834,0,0,NA,NA,NA,NA,NA,0,0,11,0.125236241091149,7,0.082541329622904,7,0.0796957897852768,0,0,0,NA,0,0,0,0,2
1,"lineatopus","LARE DLM 3","Jamaica","dunk","yes",3.8,56,"M","sustained",160.365,6,0.0374146478346273,17.635,133.987,118.242,15.745,0.38107335662115,2,0.0124715492782091,5,0.0311788731955227,6,0.0386814773745592,2,0.0128938257915197,94.558,0.589642378324448,10,9.45580000000001,0,0,6,2,1
2,"lineatopus","LARE DLM 4","Jamaica","dunk","yes",1.1,36,"F","no",292.056,0,0,NA,NA,NA,NA,NA,8,0.0273920070123538,1,0.00342400087654422,0,0,0,0,3.74600000000001,0.0128263072835347,9,0.416222222222223,0,0,0,8,2
2,"garmani","LARE DLM 5","Jamaica","dunk","yes",17.2,89,"M","no",166.714,0,0,NA,NA,NA,NA,NA,0,0,0,0,5,0.029991482418993,2,0.0119965929675972,0,0,0,NA,0,0,0,0,2
1,"lineatopus","LARE DLM 6","Jamaica","dunk","yes",4.1,55,"M","no",212.712,0,0,NA,NA,NA,NA,NA,1,0.00470119222234759,0,0,17,0.079920267779909,5,0.0345671501458734,0.832999999999998,0.00391609312121553,1,0.832999999999998,0,0,0,1,1
1,"lineatopus","LARE DLM 7","Jamaica","dunk","yes",4.7,57,"M","incidental",38.883,1,0.0257181801815704,NA,50.834,NA,NA,NA,0,0,2,0.0514363603631407,0,0,0,0,0.331999999999994,0.00853843582028119,3,0.110666666666665,0,1,0,0,3
1,"lineatopus","LARE DLM 8","Jamaica","dunk","yes",4.9,60,"M","no",144.723,0,0,NA,NA,NA,NA,NA,0,0,1,0.00690975173262025,0,0,0,0,0.0819999999999936,0.000566599642074816,1,0.0819999999999936,0,0,0,0,1
1,"valencienni","LARE DLM 9","Jamaica","dunk","yes",4.2,62,"M","no",264.007,0,0,NA,NA,NA,NA,NA,1,0.00378777835436182,3,0.0113633350630854,0,0,0,0,0.747999999999998,0.00283325820906263,3,0.249333333333333,0,0,0,1,1
1,"garmani","LARE DLM 10","Jamaica","dunk","yes",51,121,"M","incidental",340.114,1,0.00294019064196122,NA,385.262,NA,NA,NA,8,0.0235215251356898,7,0.0205813344937286,31,0.091145909900798,20,0.0588038128392245,15.3400000000001,0.0451025244476854,13,1.18000000000001,1,0,0,8,1
1,"sagrei","LARE DLM 11","Jamaica","dunk","yes",1.5,40,"F","no",74.609,0,0,NA,NA,NA,NA,NA,6,0.0804192523690171,0,0,0,0,0,NA,57.376,0.769022503987454,6,9.56266666666666,0,0,0,6,1
2,"lineatopus","LARE DLM 12","Jamaica","dunk","yes",3.2,54,"M","no",104.085,0,0,NA,NA,NA,NA,NA,0,0,1,0.00960753230532738,0,0,0,0,0,0,0,NA,0,0,0,0,2
1,"valencienni","LARE LOF 10","Jamaica","dunk","no",5.3,64,"F","no",103.248,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2
2,"valencienni","LARE M1","Jamaica","dunk","yes",10,78,"M","incidental",745.22,3,0.00402565685300985,99.7275,388.24,587.695,199.455,0.0150409866887268,0,0,80,0.107350849413596,19,0.0256594478086832,0,0,69.8700000000002,0.0937575481065996,9,7.76333333333335,0,3,0,0,2
1,"garmani","LARE PO 4","Jamaica","dunk","yes",17.3,95,"M","no",306.09,0,0,NA,NA,NA,NA,NA,0,0,25,0.0816753242510373,5,0.0163350648502075,15,0.0490051945506224,40.206,0.131353523473488,5,8.04119999999999,0,0,0,0,1
1,"christophei","Mahler CHRI1","Dominican Republic","dunk","yes",NA,NA,"M","incidental",117.093,1,0.0085402201668759,NA,153.046,NA,NA,NA,6,0.0512413210012554,2,0.0170804403337518,0,NA,5,0.0427011008343795,114.899,0.981262756953874,1,114.899,0,0,1,6,1
1,"christophei","Mahler CHRI2","Dominican Republic","dunk","yes",NA,NA,"F","no",108.509,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1
1,"eugenegrahami","Mahler EUGR1","Haiti","dunk","yes",NA,NA,"M","sustained",161.962,7,0.288969616908851,6.31383333333333,62.429,100.312,37.883,0.184779452524879,0,0,0,0,0,0,0,0,157.457,6.50004128137385,1,157.457,0,7,0,0,2
2,"fowleri","Mahler FOWL1","Dominican Republic","dunk","yes",NA,NA,"F","no",25.753,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,2
1,"Enyalioides oshaughnesseyi","MILP AHM 01","Ecuador","dunk","no",72.8,142.57,"F","no",288.906,0,0,NA,NA,NA,NA,NA,0,0,0,0,16,0.0553813351055361,10,0.03461333444096,0,0,0,NA,0,0,0,0,1
1,"gracilipes","MILP AMR 01","Ecuador","dunk","yes",1.6,47.47,"F","no",25.509,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"fasciatus","MILP DLM 01","Ecuador","dunk","yes",3.2,68.13,"M","no",127.292,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,115.791,0.909648681771046,1,115.791,0,0,0,0,2
1,"maculiventris","MILP DLM 02","Ecuador","dunk","yes",1.8,51.37,"F","incidental",65.792,3,0.0455982490272374,6.265,26.095,38.625,12.53,0.239425379090184,0,0,0,0,7,0.106395914396887,0,0,5.72100000000001,0.0869558608949417,3,1.907,0,3,0,0,1
1,"fasciatus","MILP DLM 03","Ecuador","dunk","yes",3.7,69.04,"M","no",28.003,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.035710459593615,0,0,0,0,0,NA,0,0,0,0,1
1,"maculiventris","MILP DLM 05","Ecuador","dunk","no",1.3,46.28,"F","incidental",52.557,1,0.0190269612040261,NA,53.921,NA,NA,NA,0,0,1,0.0190269612040261,0,0,1,0.0190269612040261,44.021,0.837585859162433,3,14.6736666666667,0,1,0,0,2
1,"gracilipes","MILP GY 01","Ecuador","dunk","yes",2.8,57.75,"F","no",48.55,0,0,NA,NA,NA,NA,NA,2,0.0411946446961895,0,0,3,0.0617919670442842,3,0.0617919670442842,22.027,0.453697219361483,3,7.34233333333333,0,0,0,2,2
1,"gracilipes","MILP KT 01","Ecuador","dunk","yes",2.1,55.85,"M","incidental",17.153,3,0.174896519559261,4.4575,18.46,27.375,8.915,0.336511497476164,0,0,2,0.116597679706174,3,0.174896519559261,3,0.174896519559261,8.451,0.492683495598437,3,2.817,3,0,0,0,2
2,"gracilipes","MILP KT 02","Ecuador","dunk","yes",2.4,52.85,"F","no",161.079,0,0,NA,NA,NA,NA,NA,2,0.0124162677940638,0,0,6,0.0372488033821913,1,0.00620813389703189,4.99699999999999,0.0310220450834683,2,2.49849999999999,0,0,0,2,2
1,"chloris","MORE AHM 03","Ecuador","dunk","yes",2.1,52.91,"M","sustained",163.504,7,0.0428124082591252,22.2725,22.595,156.23,133.635,0.0523814868859206,1,0.00611605832273217,0,0,6,0.036696349936393,2,0.0122321166454643,159.947,0.978245180546042,3,53.3156666666667,1,6,0,1,1
1,"chloris","MORE AHM 04","Ecuador","dunk","no",3.2,60.27,"M","no",30.785,0,0,NA,NA,NA,NA,NA,0,0,1,0.0324833522819555,0,0,0,0,26.534,0.861913269449407,1,26.534,0,0,0,0,1
1,"peraccae","MORE AHM 05","Ecuador","dunk","yes",2,51.1,"M","no",17.25,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
1,"lyra","MORE AHM 06","Ecuador","dunk","no",6,66.65,"M","no",81.265,0,0,NA,NA,NA,NA,NA,0,0,0,0,25,0.307635513443672,4,0.0492216821509875,42.266,0.52010090444841,1,42.266,0,0,0,0,2
1,"lynchi","MORE AHM 07","Ecuador","dunk","yes",4.5,60.31,"M","incidental",98.756,4,0.0405038681194054,6.18,30.577,49.117,18.54,0.215749730312837,0,0,0,0,5,0.0506298351492568,3,0.0303779010895541,6.423,0.0650390862327352,4,1.60575,0,4,0,0,3
1,"lyra","MORE AMR 02","Ecuador","dunk","yes",1.8,45.28,"M","no",53.543,0,0,NA,NA,NA,NA,NA,0,0,0,0,5,0.0933828885195077,2,0.0373531554078031,52.542,0.981304745718394,1,52.542,0,0,0,0,1
1,"lynchi","MORE DLM 01","Ecuador","dunk","yes",2.7,52.95,"F","sustained",167.858,16,0.095318662202576,6.12393333333333,36.136,127.995,91.859,0.174179993250525,0,0,3,0.017872249162983,0,0,14,0.083403829427254,36.305,0.216284001954033,13,2.79269230769231,0,16,0,0,2
1,"lynchi","MORE DLM 02","Ecuador","dunk","yes",3.5,52.85,"M","sustained",128.13,6,0.0468274408803559,25.2788,20.32,146.714,126.394,0.047470607782015,0,0,4,0.0312182939202373,12,0.0936548817607118,0,0,124.311,0.970194333879653,8,15.538875,0,6,0,0,2
1,"maculiventris","MORE DLM 03","Ecuador","dunk","yes",1.2,46.53,"M","sustained",32.515,5,0.153775180685837,4.5325,27.494,45.624,18.13,0.275785990071704,0,0,0,0,1,0.0307550361371675,0,0,31.714,0.975365216054129,1,31.714,0,5,0,0,3
1,"Basilicus galeritus","MORE DLM 04","Ecuador","dunk","yes",23.7,96.89,"F","no",92.299,0,0,NA,NA,NA,NA,NA,12,0.130012242819532,4,0.0433374142731774,15,0.162515303524415,0,0,20.931,0.226773854537969,16,1.3081875,0,0,0,12,2
1,"lynchi","MORE DLM 06","Ecuador","dunk","yes",5.3,66.4,"M","sustained",89.819,11,0.122468520023603,6.4557,24.594,89.151,64.557,0.170392056632124,0,0,9,0.100201516382948,0,0,11,0.122468520023603,62.826,0.699473385363899,15,4.1884,0,11,0,0,3
1,"gracilipes","MORE DLM 07","Ecuador","dunk","yes",2.3,57.1,"M","no",101.834,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0294597089380757,2,0.0196398059587171,0,0,0,NA,0,0,0,0,1
1,"lyra","MORE DLM 08","Ecuador","dunk","yes",2.7,49.44,"M","no",20.486,0,0,NA,NA,NA,NA,NA,0,0,0,0,4,0.195255296299912,2,0.0976276481499561,0,0,0,NA,0,0,0,0,1
1,"peraccae","MORE DLM 09","Ecuador","dunk","yes",1.5,46.19,"M","sustained",27.25,6,0.220183486238532,4.3038,22.592,44.111,21.519,0.27882336539802,0,0,2,0.073394495412844,0,0,3,0.110091743119266,18.528,0.679926605504587,3,6.176,0,6,0,0,2
1,"peraccae","MORE DLM 10","Ecuador","dunk","yes",1.7,48.81,"F","no",25.766,0,0,NA,NA,NA,NA,NA,0,0,2,0.0776216719708143,0,0,2,0.0776216719708143,0,0,0,NA,0,0,0,0,2
1,"gracilipes","MORE GY 03","Ecuador","dunk","yes",2.5,56.3,"M","incidental",27.496,1,0.036368926389293,NA,33.331,NA,NA,NA,1,0.036368926389293,1,0.036368926389293,1,0.036368926389293,0,0,18.75,0.681917369799243,2,9.375,0,0,1,1,1
1,"maculiventris","MORE KT 01","Ecuador","dunk","yes",1.5,49.31,"F","no",56.06,0,0,NA,NA,NA,NA,NA,0,0,0,0,6,0.107028184088477,5,0.0891901534070639,55.56,0.991080984659294,1,55.56,0,0,0,0,2
