"Species","Boccia.ID","Site","submersion.type","Submersion.naturally.terminated.","Mass","SVL","Sex","Rebreathing.type","Duration mean","num_all_rb mean","rb_full_rate mean","rb_full_int mean","first_rb mean","last_rb mean","rb_period mean","rate_adj_rb mean","low_rb mean","low_rb_rate mean","num_br mean","rate_br mean","num_gul mean","rate_gul mean","num_ch mean","rate_ch mean","dur_exh_tot mean","exh_pct mean","num_exh mean","exh_avg mean","soh mean","toh mean","hbn mean","lbn mean","num trials"
"barkeri","Boccia 268M","Tuxtlas","dunk","yes",17,99,"M","sustained",135.762,8,0.0505859651622926,NA,NA,NA,NA,NA,0.666666666666667,0.0027186472011527,6.33333333333333,0.0793565965722526,9.33333333333333,0.0687155944888381,0,NA,63.2878333333334,0.422608866144961,13.6666666666667,6.21723895202021,7.66666666666667,0,0.333333333333333,0.666666666666667,6
"barkeri","Boccia 269M","Tuxtlas","dunk","yes",7.4,70,"F","incidental",126.4816,1,0.00969169781614607,NA,NA,NA,NA,NA,0,0,2.4,0.00896621625904596,2.2,0.0295621420057514,0,0,96.6658,0.581033108796696,2.8,NA,1,0,0,0,5
"barkeri","Boccia 270M","Tuxtlas","dunk","yes",6.3,69,"F","sustained",143.03,8.5,0.0458692501455805,NA,NA,NA,NA,NA,0,0,2,0.0141124853430549,5.5,0.0291657700807522,0,0,28.5495000000001,0.155310970559689,8.75,2.29783198380568,8.5,0,0,0,4
"maculigula","Boccia 271","Tatama","dunk","yes",5.4,63,"F","incidental",139.469,1,0.00717005212627896,NA,133.695,NA,NA,NA,0,0,4,0.0286802085051158,1,0.00717005212627896,0,0,130.707,0.937176003269544,6,21.7845,0,1,0,0,1
"barkeri","Boccia 271M","Tuxtlas","dunk","no",16.3,94,"M","sustained",138.8198,14.4,0.129327054146925,7.76067407114625,154.1852,246.2566,92.0714,0.182951987898084,0,0,6.2,0.0529183459574058,7.6,0.0539129194304061,0,NA,68.2178,0.404714688580397,17,4.27120142124542,14.4,0,0,0,5
"barkeri","Boccia 272M","Tuxtlas","dunk","yes",13.8,88,"M","sustained",197.2185,18,0.0883327278784677,10.0862063492063,69.308,214.387,145.079,0.114529127513389,0,0,6,0.0305536181002951,17.5,0.0859529993578972,0,NA,32.9685000000001,0.166248552513657,21,1.67839285714286,18,0,0,0,2
"maculigula","Boccia 273","Tatama","dunk","n/a",39.2,117,"M","no",148.2975,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,2
"barkeri","Boccia 273M","Tuxtlas","dunk","yes",15.2,102,"M","sustained",291.801666666667,21.6666666666667,0.0641348445472706,31.6244888888889,192.796666666667,322,170.406666666667,0.21433236959079,2.33333333333333,0.00599668618321214,5,0.0126345003068006,5,0.0130987435685169,0,NA,184.023666666667,0.57092545834388,16.6666666666667,23.2779734126984,20.6666666666667,0,1,2.33333333333333,3
"maculigula","Boccia 274","Tatama","dunk","yes",16.8,87,"F","sustained",118.899,3,0.0216135214189998,NA,NA,NA,NA,NA,0,0,0.5,0.00360225356983329,15,0.134139806990086,0.5,0.00360225356983329,16.0915,0.115931326637945,1,NA,0,3,0,0,2
"barkeri","Boccia 274M","Tuxtlas","dunk","yes",15,90,"M","incidental",85.8033333333333,0.833333333333333,0.0096927421796656,NA,NA,NA,NA,NA,0,0,3.66666666666667,0.0410214300484915,0.333333333333333,0.00346511152461442,0,NA,54.1576666666667,0.600345675823535,3.66666666666667,23.63245,0.666666666666667,0,0.166666666666667,0,6
"maculigula","Boccia 275","Tatama","dunk","yes",9.2,85,"F","sustained",413.435,32,0.0774003168575471,11.608064516129,119.725,479.575,359.85,0.0889259413644574,0,0,9,0.0217688391161851,28,0.0677252772503537,6,0.0145125594107901,164.977,0.399039752318986,30,5.49923333333333,0,32,0,0,1
"maculigula","Boccia 276","Tatama","dunk","yes",7,69,"F","sustained",147.377,11,0.0746385121151876,9.9875,130.484,230.359,99.875,0.110137672090113,0,0,3,0.0203559578495966,8,0.054282554265591,0,0,19.1969999999999,0.130257774279568,13,1.4766923076923,0,11,0,0,1
"uniformis","Boccia 276M","Tuxtlas","dunk","yes",2,40,"F","no",36.835,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0814442785394326,0,0,35.003,0.950264693905253,1,35.003,0,0,0,0,1
"maculigula","Boccia 277","Tatama","dunk","yes",14.7,83,"F","incidental",127.633,1,0.00783496431173756,NA,240.325,NA,NA,NA,2,0.0156699286234751,5,0.0391748215586878,2,0.0156699286234751,0,0,46.1,0.361191854771102,6,7.68333333333334,0,0,1,2,1
"uniformis","Boccia 277M","Tuxtlas","dunk","yes",1.7,40,"F","no",23.255,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0430015050526769,0,0,22.252,0.956869490432166,1,22.252,0,0,0,0,1
"princeps","Boccia 279","Tatama","dunk","yes",42.7,141,"M","incidental",33.5425,0.5,0.0110297361687108,NA,NA,NA,NA,NA,0,0,1.5,0.0689560060681285,0,0,0,0,2.159,0.054524781507584,2,1.96666666666667,0,0.5,0,0,2
"sericeus","Boccia 279M","Tuxtlas","dunk","yes",2,46,"F","no",107.709,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,106.75,0.99109638006109,1,106.75,0,0,0,0,1
"barkeri","Boccia 280M","Tuxtlas","dunk","yes",15,95,"M","sustained",282.0665,20.75,0.0709961768813874,34.640860968661,165.73175,308.0055,142.27375,0.142350059503291,0.75,0.00177002428473319,8.75,0.0399031890610821,10.75,0.0365592660464677,0,NA,137.81675,0.445939268590523,18.25,9.88955809659091,20.5,0,0.25,0.75,4
"barkeri","Boccia 281M","Tuxtlas","dunk","yes",6.8,70,"F","sustained",138.8506,7,0.0367216476169549,NA,NA,NA,NA,NA,0,0,3.2,0.0443019501915948,5.8,0.0432482297856577,0,NA,59.9696,0.485729455882333,8.6,8.71211352941176,7,0,0,0,5
"barkeri","Boccia 282M","Tuxtlas","dunk","yes",17.2,96,"M","sustained",75.9215555555556,3.11111111111111,0.03754202970626,NA,NA,NA,NA,NA,0,0,4.88888888888889,0.0974836351620274,7.33333333333333,0.0878364242868424,0,NA,20.614,0.195800948027992,7,NA,3.11111111111111,0,0,0,9
"antonii","Boccia 283","Tatama","dunk","yes",1.9,45,"F","no",47.149,0,0,NA,NA,NA,NA,NA,0,0,2,0.0424187151371185,3,0.0636280727056777,2,0.0424187151371185,0.0799999999999983,0.0016967486054847,2,0.0399999999999991,0,0,0,0,1
"barkeri","Boccia 283M","Tuxtlas","dunk","yes",6.6,71,"F","incidental",61.4958,0.4,0.00684044897790054,NA,NA,NA,NA,NA,0,0,0.2,0.00181330238630594,1.6,0.018629941377329,0,NA,6.6768,0.0675029011015033,0.4,NA,0.4,0,0,0,5
"antonii","Boccia 284","Tatama","dunk","yes",1.9,45,"F","no",157.108,0,0,NA,NA,NA,NA,NA,0,0,0,0,4,0.0254601929882628,0,0,0,0,0,NA,0,0,0,0,1
"antonii","Boccia 285","Tatama","dunk","no",1.9,42,"F","no",18.495,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 285M","Tuxtlas","dunk","yes",1.6,39,"M","no",65.4135,0,0,NA,NA,NA,NA,NA,0,0,0.5,0.007093909169587,2,0.0331433116797031,0,0,62.7555,0.960407931066441,1.5,46.06925,0,0,0,0,2
"antonii","Boccia 286","Tatama","dunk","no",1.4,42,"F","no",88.764,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,61.999,0.69847010049119,1,61.999,0,0,0,0,1
"uniformis","Boccia 286M","Tuxtlas","dunk","yes",1.2,33,"F","no",93.081,0,0,NA,NA,NA,NA,NA,0,0,0,0,13,0.139663304004039,2,0.0214866621544676,91.512,0.98314371353982,1,91.512,0,0,0,0,1
"antonii","Boccia 287","Tatama","dunk","no",1.9,46,"F","no",22.979,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 287M","Tuxtlas","dunk","yes",1.6,36,"F","no",66.757,0,0,NA,NA,NA,NA,NA,0,0,0.5,0.0187230855645011,3.5,0.032768774166971,1,NA,53.4875,0.50427350426901,1,53.4875,0,0,0,0,2
"uniformis","Boccia 289M","Tuxtlas","dunk","yes",1.5,40,"F","incidental",44.0505,1,0.0272116248061171,NA,NA,NA,NA,NA,0,0,0.5,0.0136058124030586,4,0.0895010327848106,0,0,42.16,0.949794533156173,1,42.16,1,0,0,0,2
"antonii","Boccia 292","Tatama","dunk","yes",1.1,45,"M","no",52.405,0,0,NA,NA,NA,NA,NA,0,0,1,0.019082148649938,1,0.019082148649938,0,0,52.279,0.997595649270108,1,52.279,0,0,0,0,1
"chloris","Boccia 294","Tatama","voluntary","no",2.9,55,"F","no",162.166,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"duellmani","Boccia 295M","Tuxtlas","dunk","no",1.3,36,"F","incidental",42.5795,1,0.0159365089483498,NA,NA,NA,NA,NA,0,0,1.5,0.0239047634225246,0,0,0,0,22.9905,0.366388308977036,3,NA,1,0,0,0,2
"chloris","Boccia 297","Tatama","dunk","yes",1.1,39,"F","no",15.903,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"sericeus","Boccia 297M","Tuxtlas","dunk","yes",2,45,"F","no",51.698,0,0,NA,NA,NA,NA,NA,0,0,1,0.0193431080506016,1,0.0193431080506016,0,0,48.778,0.943518124492243,2,24.389,0,0,0,0,1
"sericeus","Boccia 298M","Tuxtlas","dunk","yes",2,43,"F","no",96.9185,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.0215329981117681,0,0,0,0,0,NA,0,0,0,0,2
"chloris","Boccia 299","Tatama","dunk","yes",3.7,62,"M","no",16.775,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.119225037257824,0,0,0,0,0,NA,0,0,0,0,1
"danieli","Boccia 300","Tatama","dunk","yes",29.2,110,"F","sustained",172.1225,4,0.0341229963403087,NA,NA,NA,NA,NA,2.5,0.0213268727126929,20.5,0.156313852845443,18.5,0.126874685742863,0,0,29.221,0.241774088697168,25,0.879752976190477,0,0,4,2.5,2
"uniformis","Boccia 301M","Tuxtlas","dunk","yes",1.6,36,"F","no",58.878,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0139448620155904,2.5,0.0348621550389759,33.6485,0.469223689531592,0.5,NA,0,0,0,0,2
"antonii","Boccia 302","Tatama","dunk","yes",1.8,45,"F","no",65.042,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 302M","Tuxtlas","dunk","yes",1.1,22,"M","no",18.942,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,18.942,1,1,18.942,0,0,0,0,1
"chloris","Boccia 304","Tatama","dunk","yes",2.8,58,"F","no",210.738,0,0,NA,NA,NA,NA,NA,0,0,0,0,18,0.0854141161062552,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 304M","Tuxtlas","dunk","yes",1.5,38,"M","no",25.499,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 305M","Tuxtlas","dunk","yes",1.5,37,"F","incidental",47.888,4,0.0835282325425994,1.02866666666667,16.43,19.516,3.086,1.29617627997408,0,0,0,0,4,0.0835282325425994,0,0,2.396,0.0500334112930171,4,0.599000000000001,4,0,0,0,1
"uniformis","Boccia 306M","Tuxtlas","dunk","yes",1.6,37,"F","no",29.282,0,0,NA,NA,NA,NA,NA,0,0,0,0,12,0.409808073219042,0,0,23.252,0.794071443207431,1,23.252,0,0,0,0,1
"uniformis","Boccia 307M","Tuxtlas","dunk","yes",1.4,37,"M","no",121.851,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0246202329074033,0,0,121.851,1,1,121.851,0,0,0,0,1
"chloris","Boccia 308","Tatama","dunk","yes",2.1,51,"F","no",35.15,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"sericeus","Boccia 308M","Tuxtlas","dunk","no",2.4,46,"F","no",25.004,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"sericeus","Boccia 309M","Tuxtlas","dunk","yes",1,41,"M","incidental",157.655,1,0.00634296406710856,NA,36.906,NA,NA,NA,0,0,0,0,0,0,0,0,145.207,0.921042783292633,1,145.207,1,0,0,0,1
"danieli","Boccia 310","Tatama","dunk","yes",26.1,111,"M","incidental",201.206,1,0.00497003071478982,NA,41.141,NA,NA,NA,2,0.00994006142957964,22,0.109340675725376,25,0.124250767869745,0,0,16.672,0.0828603520769759,6,2.77866666666667,0,1,0,2,1
"megalopithecus","Boccia 311","Tatama","dunk","no",11.9,91,"M","no",158.088,0,0,NA,NA,NA,NA,NA,0,0,7,0.0442791356712717,14,0.0885582713425434,0,0,155.338,0.982604625272,1,155.338,0,0,0,0,1
"ventrimaculatus","Boccia 312","Tatama","dunk","yes",6.3,73,"M","no",66.527,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0150314909735897,0,0,0,0,0,NA,0,0,0,0,1
"ventrimaculatus","Boccia 313","Tatama","dunk","yes",5.4,68,"F","incidental",44.793,1,0.0223249168396848,NA,184.32,NA,NA,NA,0,0,0,0,0,0,0,0,42.67,0.952604201549349,2,21.335,0,1,0,0,1
"danieli","Boccia 314","Tatama","dunk","yes",29.5,119,"M","no",52.798,0,0,NA,NA,NA,NA,NA,0,0,3,0.0568203341035645,4,0.0757604454714194,0,0,4.586,0.0868593507329823,1,4.586,0,0,0,0,1
"sericeus","Boccia 314M","Tuxtlas","dunk","yes",2.3,47,"F","no",31.51,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,29.757,0.94436686766106,1,29.757,0,0,0,0,1
"antioquiae","Boccia 315","Tatama","dunk","yes",9.5,76,"M","no",53.564,0,0,NA,NA,NA,NA,NA,0,0,1.5,0.0236537096901364,8,0.13326046838537,0,0,0,0,0,NA,0,0,0,0,2
"antonii","Boccia 316","Tatama","dunk","yes",1.3,42,"M","no",66.28,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,62.248,0.939167169583585,1,62.248,0,0,0,0,1
"ventrimaculatus","Boccia 317","Tatama","dunk","yes",7,74,"M","no",71.736,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"uniformis","Boccia 317M","Tuxtlas","dunk","yes",1.7,37,"M","no",16.254,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0615233173372708,1,0.075431847325941,16.254,1,1,16.254,0,0,0,0,1
"sericeus","Boccia 318M","Tuxtlas","dunk","yes",1.1,40,"M","no",24.773,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,23.774,0.959673838453155,1,23.774,0,0,0,0,1
"chloris","Boccia 319","Tatama","dunk","yes",2.2,49,"M","sustained",31.7745,2.5,0.054586344680015,NA,NA,NA,NA,NA,0,0,0,0,5.5,0.120089958296033,0,0,2.083,0.0454813423873884,2.5,NA,0,0,2.5,0,2
"chloris","Boccia 320","Tatama","dunk","yes",3.2,56,"M","no",25.0095,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.076866904954072,1,0.038433452477036,0,0,0,NA,0,0,0,0,2
"chloris","Boccia 321","Tatama","dunk","yes",4.2,65,"M","no",27.749,0,0,NA,NA,NA,NA,NA,0,0,0,0,12,0.432448016144726,0,0,0,0,0,NA,0,0,0,0,1
"antonii","Boccia 322","Tatama","dunk","yes",1.6,47,"M","no",47.533,0,0,NA,NA,NA,NA,NA,0,0,2,0.0420760313887194,4,0.0841520627774388,0,0,10.012,0.21063261313193,2,5.006,0,0,0,0,1
"sericeus","Boccia 322M","Tuxtlas","dunk","no",2.1,45,"F","no",81.254,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,80.252,0.987668299406798,1,80.252,0,0,0,0,1
"chloris","Boccia 323","Tatama","dunk","no",3.5,61,"M","no",32.204,0,0,NA,NA,NA,NA,NA,1,0.0335649313597153,1,0.0335649313597153,2.5,0.0839123283992885,0,0,0.709000000000005,0.0237975363340383,2,NA,0,0,0,1,2
"sericeus","Boccia 325M","Tuxtlas","dunk","no",1.8,45,"F","no",26.505,0,0,NA,NA,NA,NA,NA,0,0,1,0.0377287304282211,0,0,0,0,0.0829999999999984,0.00313148462554229,1,0.0829999999999984,0,0,0,0,1
"sericeus","Boccia 331M","Tuxtlas","dunk","yes",2.1,45,"F","no",18.612,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"oxylophus","Boccia 34","La_Selva","voluntary","no",5.2,67,"M","sustained",45.9063333333333,5.33333333333333,0.146676106939591,7.42925,14.8623333333333,43.0233333333333,28.161,0.261081709493085,0,0,0.333333333333333,0.0104414651463893,0.333333333333333,0.00549447530508073,1.33333333333333,0.021977901220323,38.0096666666667,0.947938427210739,4.33333333333333,29.8448181818182,2.66666666666667,2.66666666666667,0,0,3
"oxylophus","Boccia 96","La_Selva","voluntary","no",6.6,67,"M","no",30.864,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,25.5,0.999607996863975,1,25.5,0,0,0,0,1
"reconditus","HOLY DLM 1","Jamaica","dunk","yes",1.4,40,"F","no",145.265,0,0,NA,NA,NA,NA,NA,0,0,1,0.00688397067428493,1,0.00688397067428493,1,0.0117976003680851,0,0,0,NA,0,0,0,0,1
"reconditus","HOLY DLM 2","Jamaica","dunk","yes",2.7,51,"M","incidental",117.619,2.5,0.0362287073241238,45.435,146.345,224.371,78.026,0.0504349267084863,0,0,4,0.0437118702076359,8.5,0.113674897228046,0.5,0.0143727722203059,43.5325,0.265708938262486,3,11.393875,0.5,2,0,0,2
"opalinus","HOLY DLM 3","Jamaica","dunk","yes",3.6,53,"M","no",55.7695,0,0,NA,NA,NA,NA,NA,2.5,0.0286231137368048,1.5,0.0171738682420828,5.5,0.0928490420118624,7,0.113242871400263,0.622499999999995,0.00712715532046435,3,NA,0,0,0,2.5,2
"opalinus","HOLY EF 2","Jamaica","dunk","yes",1.4,41,"F","no",115.045333333333,0,0,NA,NA,NA,NA,NA,0,0,0.666666666666667,0.0109688812837979,0.666666666666667,NA,0.666666666666667,0.00257043968656058,0.249666666666666,0.0041078460407823,0.666666666666667,NA,0,0,0,0,3
"reconditus","HOLY EF 4","Jamaica","dunk","yes",3,51,"F","no",159.249,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1
"opalinus","HOLY HM 1","Jamaica","dunk","yes",4.1,55,"M","no",58.034,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,48.545,0.836492401006307,1,48.545,0,0,0,0,1
"opalinus","HOLY LOF 1","Jamaica","dunk","yes",3.2,52,"M","no",43.4693333333333,0,0,NA,NA,NA,NA,NA,0,0,0.333333333333333,0.00858885167053163,1.66666666666667,0.0396111362101328,1.33333333333333,0.0335846074304447,1.38000000000001,0.0355578459160013,0.666666666666667,NA,0,0,0,0,3
"opalinus","HOLY PO 1","Jamaica","dunk","yes",2.7,51,"M","no",162.709,0,0,NA,NA,NA,NA,NA,1,0.00625160197300558,1,0.00625160197300558,3,0.0199749647108957,5,0.0307297076375615,150.451,0.940559768440663,1,150.451,0,0,0,1,1
"sagrei","LARE DLM 1","Jamaica","dunk","yes",3,50,"M","no",188.416,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.00539380144338127,1,0.00561343632117837,0,0,0,NA,0,0,0,0,1
"valencienni","LARE DLM 2","Jamaica","dunk","yes",5.4,66,"M","no",59.1745,0,0,NA,NA,NA,NA,NA,0,0,8,0.144545041731876,4.5,0.0779477233113603,5,0.0890040476044195,0,0,0,NA,0,0,0,0,2
"lineatopus","LARE DLM 3","Jamaica","dunk","yes",3.8,56,"M","sustained",160.365,6,0.0374146478346273,17.635,133.987,118.242,15.745,0.38107335662115,2,0.0124715492782091,5,0.0311788731955227,6,0.0386814773745592,2,0.0128938257915197,94.558,0.589642378324448,10,9.45580000000001,0,0,6,2,1
"lineatopus","LARE DLM 4","Jamaica","dunk","yes",1.1,36,"F","no",161.7885,0,0,NA,NA,NA,NA,NA,4,0.0136960035061769,1.5,0.0334368822630873,2,0.0634497636496305,0,0,2.24750000000001,0.0182941218851607,5.5,0.395361111111112,0,0,0,4,2
"garmani","LARE DLM 5","Jamaica","dunk","no",17.2,89,"M","no",106.882,0,0,NA,NA,NA,NA,NA,0,0,0,0,2.5,NA,1,NA,0,0,0,NA,0,0,0,0,2
"lineatopus","LARE DLM 6","Jamaica","dunk","yes",4.1,55,"M","no",212.712,0,0,NA,NA,NA,NA,NA,1,0.00470119222234759,0,0,17,0.079920267779909,5,0.0345671501458734,0.832999999999998,0.00391609312121553,1,0.832999999999998,0,0,0,1,1
"lineatopus","LARE DLM 7","Jamaica","dunk","yes",4.7,57,"M","incidental",42.239,0.333333333333333,0.00857272672719013,NA,NA,NA,NA,NA,0.333333333333333,0.00727945083822877,0.666666666666667,0.0171454534543802,0.666666666666667,0.0157095192060832,0.333333333333333,0.00887870797041613,10.568,0.23121707697034,1.33333333333333,NA,0,0.333333333333333,0,0.333333333333333,3
"lineatopus","LARE DLM 8","Jamaica","dunk","yes",4.9,60,"M","no",144.723,0,0,NA,NA,NA,NA,NA,0,0,1,0.00690975173262025,0,0,0,0,0.0819999999999936,0.000566599642074816,1,0.0819999999999936,0,0,0,0,1
"valencienni","LARE DLM 9","Jamaica","dunk","yes",4.2,62,"M","no",264.007,0,0,NA,NA,NA,NA,NA,1,0.00378777835436182,3,0.0113633350630854,0,0,0,0,0.747999999999998,0.00283325820906263,3,0.249333333333333,0,0,0,1,1
"garmani","LARE DLM 10","Jamaica","dunk","yes",51,121,"M","incidental",340.114,1,0.00294019064196122,NA,385.262,NA,NA,NA,8,0.0235215251356898,7,0.0205813344937286,31,0.091145909900798,20,0.0588038128392245,15.3400000000001,0.0451025244476854,13,1.18000000000001,1,0,0,8,1
"sagrei","LARE DLM 11","Jamaica","dunk","yes",1.5,40,"F","no",74.609,0,0,NA,NA,NA,NA,NA,6,0.0804192523690171,0,0,0,0,0,NA,57.376,0.769022503987454,6,9.56266666666666,0,0,0,6,1
"lineatopus","LARE DLM 12","Jamaica","dunk","no",3.2,54,"M","no",99.4665,0,0,NA,NA,NA,NA,NA,0,0,1,0.0100753585953087,0.5,0.00527159244264505,0,0,0.0414999999999992,0.000437542172739533,0.5,NA,0,0,0,0,2
"valencienni","LARE LOF 10","Jamaica","dunk","no",5.3,64,"F","no",86.402,0,0,NA,NA,NA,NA,NA,0,0,2,0.0287538098798091,0,0,0.5,0.00718845246995225,0.041000000000011,0.000589453102536245,0.5,NA,0,0,0,0,2
"valencienni","LARE M1","Jamaica","dunk","yes",10,78,"M","incidental",481.3455,1.5,0.00201282842650493,NA,NA,NA,NA,NA,0,0,40.5,0.0559745818357945,10.5,0.0174280381623346,0,0,34.9350000000001,0.0468787740532998,4.5,NA,0,1.5,0,0,2
"garmani","LARE PO 4","Jamaica","dunk","yes",17.3,95,"M","no",306.09,0,0,NA,NA,NA,NA,NA,0,0,25,0.0816753242510373,5,0.0163350648502075,15,0.0490051945506224,40.206,0.131353523473488,5,8.04119999999999,0,0,0,0,1
"christophei","Mahler CHRI1","Dominican Republic","dunk","yes",NA,NA,"M","incidental",117.093,1,0.0085402201668759,NA,153.046,NA,NA,NA,6,0.0512413210012554,2,0.0170804403337518,0,NA,5,0.0427011008343795,114.899,0.981262756953874,1,114.899,0,0,1,6,1
"christophei","Mahler CHRI2","Dominican Republic","dunk","yes",NA,NA,"F","no",108.509,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,1
"eugenegrahami","Mahler EUGR1","Haiti","dunk","yes",NA,NA,"M","sustained",95.541,3.5,0.144484808454425,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,82.7185,3.75002064068692,1,82.7185,0,3.5,0,0,2
"fowleri","Mahler FOWL1","Dominican Republic","dunk","yes",NA,NA,"F","no",21.2525,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,2
"Enyalioides oshaughnesseyi","MILP AHM 01","Ecuador","dunk","no",72.8,142.57,"F","no",288.906,0,0,NA,NA,NA,NA,NA,0,0,0,0,16,0.0553813351055361,10,0.03461333444096,0,0,0,NA,0,0,0,0,1
"gracilipes","MILP AMR 01","Ecuador","dunk","yes",1.6,47.47,"F","no",25.509,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"fasciatus","MILP DLM 01","Ecuador","dunk","yes",3.2,68.13,"M","no",86.9025,0,0,NA,NA,NA,NA,NA,0,0,0,0,9,0.193494291918388,0,0,77.713,0.88088802200693,1,77.713,0,0,0,0,2
"maculiventris","MILP DLM 02","Ecuador","dunk","yes",1.8,51.37,"F","incidental",65.792,3,0.0455982490272374,6.265,26.095,38.625,12.53,0.239425379090184,0,0,0,0,7,0.106395914396887,0,0,5.72100000000001,0.0869558608949417,3,1.907,0,3,0,0,1
"fasciatus","MILP DLM 03","Ecuador","dunk","yes",3.7,69.04,"M","no",28.003,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.035710459593615,0,0,0,0,0,NA,0,0,0,0,1
"maculiventris","MILP DLM 05","Ecuador","dunk","no",1.3,46.28,"F","incidental",73.5485,0.5,0.00951348060201305,NA,NA,NA,NA,NA,0,0,0.5,0.00951348060201305,1.5,0.0158662999788449,1.5,0.020091013921243,67.4015,0.898917744474383,2,52.7278333333334,0,0.5,0,0,2
"gracilipes","MILP GY 01","Ecuador","dunk","no",2.8,57.75,"F","no",32.3515,0,0,NA,NA,NA,NA,NA,1,0.0205973223480947,0,0,1.5,0.0308959835221421,2.5,0.0928039882271506,11.8885,0.281018113797624,2,4.54616666666666,0,0,0,1,2
"gracilipes","MILP KT 01","Ecuador","dunk","yes",2.1,55.85,"M","incidental",57.002,2,0.0926108290871235,NA,35.1475,NA,NA,NA,0,0,3,0.0789491170830588,5,0.123586244932081,4,0.113261106317095,4.7275,0.251524967383941,4,1.5089,1.5,0.5,0,0,2
"gracilipes","MILP KT 02","Ecuador","dunk","yes",2.4,52.85,"F","no",99.2595,0,0,NA,NA,NA,NA,NA,1,0.0062081338970319,0.5,0.0133547008547009,6,0.0987526068193006,0.5,0.00310406694851594,17.988,0.429226300319512,2,8.99399999999999,0,0,0,1,2
"chloris","MORE AHM 03","Ecuador","dunk","yes",2.1,52.91,"M","sustained",163.504,7,0.0428124082591252,22.2725,22.595,156.23,133.635,0.0523814868859206,1,0.00611605832273217,0,0,6,0.036696349936393,2,0.0122321166454643,159.947,0.978245180546042,3,53.3156666666667,1,6,0,1,1
"chloris","MORE AHM 04","Ecuador","dunk","no",3.2,60.27,"M","no",30.785,0,0,NA,NA,NA,NA,NA,0,0,1,0.0324833522819555,0,0,0,0,26.534,0.861913269449407,1,26.534,0,0,0,0,1
"peraccae","MORE AHM 05","Ecuador","dunk","yes",2,51.1,"M","no",17.25,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1
"lyra","MORE AHM 06","Ecuador","dunk","no",6,66.65,"M","no",81.1625,0,0,NA,NA,NA,NA,NA,0,0,0,0,24,0.295687976312263,6,0.0739570044112944,42.019,0.517711444082088,1,42.019,0,0,0,0,2
