"VideoID","ID","Start","End","Duration","num_all_rb","rb_full_rate","rb_full_int","first_rb","last_rb","rb_period","rate_adj_rb","low_rb","low_rb_rate","num_br","rate_br","num_gul","rate_gul","num_ch","rate_ch","coov","toov","hoov","dur_exh_tot","exh_pct","num_exh","exh_avg","soh","toh","hbn","lbn","dive.id","Species","Boccia.ID","Site","submersion.type","Submersion.naturally.terminated.","Mass","SVL","Sex","Rebreathing.type"
"Boccia239 hide + dunk 2","Boccia 239",134.153,251.854,117.701,2,0.0169922090721404,59.574,153.236,212.81,59.574,0.0335716923490113,0,0,4,0.0339844181442808,8,0.0679688362885617,0,0,0,0,0,13.782,0.117093312716119,6,2.297,2,0,0,0,2,"maculigula","Boccia 239","Tatama","dunk","no",31.9,NA,"M","incidental"
"Boccia239 hide + dunk","Boccia 239",100.451,129.726,29.275,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.0683176771989752,0,NA,29.275,0,0,0,0,0,NA,0,0,0,0,1,"maculigula","Boccia 239","Tatama","dunk","yes",31.9,NA,"M","no"
"Boccia239M 2","Boccia 239M",289.658,373.477,83.819,0,0,NA,NA,NA,NA,NA,1,0.0119304692253546,13,0.15509609992961,2,0.0238609384507093,0,0,0,0,0,11.2880000000001,0.134671136615804,14,0.806285714285719,0,0,0,1,2,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","no"
"Boccia239M 3","Boccia 239M",379.691,481.735,102.044,7,0.0685978597467759,3.0025,387.99,406.005,18.015,0.388565084651679,0,0,7,0.0685978597467759,1,0.00979969424953941,0,0,0,0,0,5.661,0.0554760691466426,13,0.435461538461539,7,0,0,0,3,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","sustained"
"Boccia239M","Boccia 239M",131.526,264.762,133.236,6,0.0450328739980186,12.894,184.654,249.124,64.47,0.0930665425779432,0,0,16,0.120087663994716,0,0,0,0,0,0,0,87.428,0.656189017983127,19,4.60147368421053,6,0,0,0,1,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","sustained"
"Boccia239M_2","Boccia 239M",95.163,214.813,119.65,5,0.0417885499373172,6.40125,95.496,121.101,25.605,0.195274360476469,0,0,3,0.0250731299623903,1,0.00835770998746344,0,0,0,0,0,14.174,0.118462181362307,5,2.8348,5,0,0,0,1,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","sustained"
"Boccia239M_3 2","Boccia 239M",170.024,253.586,83.562,9,0.107704458964601,8.95025,181.109,252.711,71.602,0.12569481299405,0,0,6,0.0718029726430674,0,0,0,0,0,0,0,37.531,0.449139561044494,12,3.12758333333333,9,0,0,0,2,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","sustained"
"Boccia239M_3","Boccia 239M",73.157,128.229,55.072,2,0.036316095293434,7.548,80.609,88.157,7.548,0.264970853206147,0,0,1,0.018158047646717,0,0,0,0,0,0,0,3.54200000000002,0.064315804764672,3,1.18066666666667,2,0,0,0,1,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","incidental"
"Boccia239M_4 2","Boccia 239M",181.776,315.054,133.278,27,0.202584072390042,3.75311538461539,188.115,285.696,97.581,0.27669320871891,0,0,14,0.105043593091133,0,0,0,0,0,0,0,74.835,0.561495520641066,17,4.40205882352941,27,0,0,0,2,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","sustained"
"Boccia239M_4","Boccia 239M",9.383,171.291,161.908,4,0.0247053882451763,12.3296666666667,123.52,160.509,36.989,0.108140257914515,0,0,7,0.0432344294290585,0,0,0,0,0,0,0,45.28,0.279664994935395,8,5.66,4,0,0,0,1,"barkeri","Boccia 239M","Tuxtlas","dunk","yes",8.7,78,"M","incidental"
"Boccia240 dunk","Boccia 240",0,19.102,19.102,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5.603,0,0,0,0,0,NA,0,0,0,0,1,"chloris","Boccia 240","Tatama","dunk","yes",3.9,0,"M","no"
"Boccia240M","Boccia 240M",225.48,232.944,7.464,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"barkeri","Boccia 240M","Tuxtlas","dunk","no",0.7,31,"J","no"
"Boccia241 retest 2","Boccia 241",143.74,165.739,21.999,0,0,NA,NA,NA,NA,NA,1,0.0454566116641666,0,0,0,0,0,0,0,0,0,0.124000000000024,0.00563661984635773,1,0.124000000000024,0,0,0,1,2,"purpurescens","Boccia 241","Tatama","dunk","yes",1.3,0,"J","no"
"Boccia241 retest 3","Boccia 241",174.778,229.528,54.75,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,54.001,0,0,0,0,0,NA,0,0,0,0,3,"purpurescens","Boccia 241","Tatama","dunk","yes",1.3,0,"J","no"
"Boccia241 retest","Boccia 241",63.409,121.913,58.504,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"purpurescens","Boccia 241","Tatama","dunk","yes",1.3,0,"J","no"
"Boccia241","Boccia 241",0,64.662,64.662,2,0.0309300671182456,28.482,54.837,26.355,28.482,0.0702197879362404,5,0.0773251677956141,0,0,2,0.0309300671182456,1,0.0154650335591228,0,0,0,16.964,0.262348829296959,7,2.42342857142857,0,0,2,5,1,"purpurescens","Boccia 241","Tatama","dunk","yes",1.3,0,"J","incidental"
"Boccia242M","Boccia 242M",284.382,384.946,100.564,0,0,NA,NA,NA,NA,NA,2,0.0198878326240006,25,0.248597907800008,1,0.00994391631200032,0,0,0,0,0,13.6170000000001,0.135406308420509,24,0.567375000000003,0,0,0,2,1,"iguana","Boccia 242M","Tuxtlas","dunk","yes",14.4,76,"J","no"
"Boccia243M","Boccia 243M",144.12,230.554,86.434,0,0,NA,NA,NA,NA,NA,0,0,2,0.0231390425064211,4,0.0462780850128422,0,0,0,0,0,0.290999999999997,0.00336673068468423,2,0.145499999999998,0,0,0,0,1,"barkeri","Boccia 243M","Tuxtlas","dunk","yes",1,39,"J","no"
"Boccia244M 2","Boccia 244M",206.964,300.397,93.433,0,0,NA,NA,NA,NA,NA,0,0,0,0,2,0.021405713184849,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,"uniformis","Boccia 244M","Tuxtlas","dunk","yes",1.5,39,"M","no"
"Boccia244M","Boccia 244M",127.106,198.303,71.197,5,0.0702276781325056,2.55425,130.817,141.034,10.217,0.489380444357444,0,0,2,0.0280910712530022,3,0.0421366068795033,0,0,0,0,0,16.924,0.237706644942905,6,2.82066666666667,5,0,0,0,1,"uniformis","Boccia 244M","Tuxtlas","dunk","yes",1.5,39,"M","sustained"
"Boccia245M 2","Boccia 245M",193.953,356.214,162.261,20,0.123258207455889,8.76163157894737,236.739,235.154,1.58500000000001,12.6182965299684,1,0.00616291037279445,9,0.05546619335515,2,0.0123258207455889,0,0,0,0,0,12.5579999999999,0.0773938284615521,24,0.523249999999996,19,1,0,1,2,"barkeri","Boccia 245M","Tuxtlas","dunk","yes",11.6,84,"M","sustained"
"Boccia245M","Boccia 245M",63.053,177.784,114.731,11,0.0958764414151363,9.6609,77.666,174.275,96.609,0.113861027440508,0,0,15,0.130740601929731,0,0,0,0,0,0,0,75.135,0.654879675066024,23,3.26673913043478,11,0,0,0,1,"barkeri","Boccia 245M","Tuxtlas","dunk","yes",11.6,84,"M","sustained"
"Boccia246M dunk","Boccia 246M",399.734,627.106,227.372,27,0.118748130816459,8.46696153846154,401.46,621.601,220.141,0.122648666082193,0,0,14,0.0615731048677937,3,0.0131942367573844,0,0,0,0,0,67.3069999999998,0.296021497809756,36,1.86963888888888,27,0,0,0,1,"barkeri","Boccia 246M","Tuxtlas","dunk","yes",13.1,92,"M","sustained"
"Boccia246M_2","Boccia 246M",12.886,328.368,315.482,0,0,NA,NA,NA,NA,NA,0,0,0,0,6,0.0190185176967307,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"barkeri","Boccia 246M","Tuxtlas","dunk","no",13.1,92,"M","no"
"Boccia246M_3 2","Boccia 246M",301.126,482.498,181.372,6,0.0330811812187107,7.25599999999999,311.009,347.289,36.28,0.165380374862183,0,0,3,0.0165405906093554,0,0,0,NA,181.372,0,0,4.45400000000001,0.0245572635246896,7,0.636285714285715,6,0,0,0,2,"barkeri","Boccia 246M","Tuxtlas","dunk","yes",13.1,92,"M","sustained"
"Boccia246M_3","Boccia 246M",20.392,278.376,257.984,3,0.0116286281319772,35.5305,47.646,118.707,71.061,0.0422172499683371,0,0,0,0,5,0.0193810468866286,0,0,0,0,0,17.25,0.0668646117588688,3,5.75,3,0,0,0,1,"barkeri","Boccia 246M","Tuxtlas","dunk","yes",13.1,92,"M","incidental"
"Boccia247M","Boccia 247M",121.601,156.261,34.66,0,0,NA,NA,NA,NA,NA,0,0,1,0.0288517022504328,0,0,0,0,0,0,0,32.343,0.933150605885747,2,16.1715,0,0,0,0,1,"uniformis","Boccia 247M","Tuxtlas","dunk","no",0.7,29,"M","no"
"Boccia248M","Boccia 248M",85.822,104.202,18.38,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0544069640914037,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"basiliscus","Boccia 248M","Tuxtlas","dunk","yes",4.4,56,"J","no"
"Boccia249M","Boccia 249M",180.567,334.432,153.865,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.00649920384752868,1,0.00649920384752868,0,0,0,0,0,0,NA,0,0,0,0,1,"uniformis","Boccia 249M","Tuxtlas","dunk","yes",1.6,28,"M","no"
"Boccia250M 2","Boccia 250M",933.736,1063.053,129.317,15,0.115994030173914,47.1782142857143,1003.103,947.832,55.271,0.27139005988674,4,0.0309317413797103,6,0.0463976120695654,10,0.0773293534492757,0,0,0,0,0,32.1820000000004,0.248861325270462,22,1.4628181818182,15,0,0,4,2,"barkeri","Boccia 250M","Tuxtlas","dunk","no",7.7,73,"M","sustained"
"Boccia250M","Boccia 250M",499.374,916.043,416.669,1,0.00239998656007526,NA,685.154,NA,NA,NA,0,0,4,0.00959994624030105,0,0,0,0,0,0,0,28.844,0.0692252123388109,5,5.7688,1,0,0,0,1,"barkeri","Boccia 250M","Tuxtlas","dunk","yes",7.7,73,"M","incidental"
"Boccia250M_2 2","Boccia 250M",153.878,225.01,71.132,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,"barkeri","Boccia 250M","Tuxtlas","dunk","yes",7.7,73,"M","no"
"Boccia250M_2 3","Boccia 250M",250.292,512.093,261.801,15,0.0572954266790425,16.5792857142857,251.293,483.403,232.11,0.0646245314721468,0,0,3,0.0114590853358085,5,0.0190984755596808,0,0,0,0,0,184.874,0.706162314124087,18,10.2707777777778,15,0,0,0,3,"barkeri","Boccia 250M","Tuxtlas","dunk","yes",7.7,73,"M","sustained"
"Boccia250M_2","Boccia 250M",44.204,115.957,71.753,11,0.15330369461904,3.2528,54.962,87.49,32.528,0.338170191834727,0,0,2,0.0278733990216437,2,0.0278733990216437,0,NA,71.753,0,0,22.967,0.320084177665045,13,1.76669230769231,11,0,0,0,1,"barkeri","Boccia 250M","Tuxtlas","dunk","yes",7.7,73,"M","sustained"
"Boccia251M","Boccia 251M",308.59,352.416,43.826,0,0,NA,NA,NA,NA,NA,0,0,1,0.0228175055902889,0,0,0,0,0,0,0,0.45799999999997,0.0104504175603516,1,0.45799999999997,0,0,0,0,1,"barkeri","Boccia 251M","Tuxtlas","dunk","yes",1.4,44,"J","no"
"Boccia252M 2","Boccia 252M",350.584,372.453,21.869,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0457268279299466,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,"uniformis","Boccia 252M","Tuxtlas","dunk","yes",1.1,34,"M","no"
"Boccia252M","Boccia 252M",321.91,347.159,25.249,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,0.0396055289318389,0,0,0,0,0,0,NA,0,0,0,0,1,"uniformis","Boccia 252M","Tuxtlas","dunk","yes",1.1,34,"M","no"
"Boccia253M 2","Boccia 253M",429.278,507.55,78.272,1,0.0127759607522486,NA,438.616,NA,NA,NA,0,0,2,0.0255519215044971,0,0,0,NA,78.272,0,0,0.498000000000047,0.00636242845462039,3,0.166000000000016,1,0,0,0,2,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","incidental"
"Boccia253M","Boccia 253M",387.198,422.497,35.299,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","no"
"Boccia253M_2 2","Boccia 253M",90.104,137.509,47.405,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0210948212213902,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","no"
"Boccia253M_2 3","Boccia 253M",252.669,426.522,173.853,5,0.0287599293656135,70.97575,426.355,366.222,60.133,0.083149019673058,1,0.0057519858731227,6,0.0345119152387362,1,0.0057519858731227,0,0,17.264,0,0,144.113,0.828935940133331,9,16.0125555555556,5,0,0,1,3,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","sustained"
"Boccia253M_2","Boccia 253M",41.389,91.172,49.783,3,0.0602615350621698,14.251,54.17,82.672,28.502,0.105255771524805,0,0,0,0,1,0.0200871783540566,0,0,0,0,0,20.784,0.417491914910713,3,6.928,3,0,0,0,1,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","incidental"
"Boccia253M_3 2","Boccia 253M",224.145,303.643,79.498,10,0.12578932803341,6.82044444444444,224.604,285.988,61.384,0.162908901342369,0,0,4,0.0503157312133639,11,0.138368260836751,0,0,0,0,0,4.65699999999998,0.0585800900651587,12,0.388083333333332,10,0,0,0,2,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","sustained"
"Boccia253M_3","Boccia 253M",42.535,193.777,151.242,2,0.0132238399386414,18.281,120.2,138.481,18.281,0.109403205513922,0,0,0,0,11,0.0727311196625276,0,0,0,0,0,108.494,0.717353645151479,3,36.1646666666667,2,0,0,0,1,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","incidental"
"Boccia253M_4","Boccia 253M",8.11,52.649,44.539,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,5.289,0,0,0,0,0,NA,0,0,0,0,1,"barkeri","Boccia 253M","Tuxtlas","dunk","yes",9.3,74,"F","no"
"Boccia254M 2","Boccia 254M",170.523,225.791,55.268,3,0.0542809582398495,3.1065,178.274,184.487,6.21299999999999,0.482858522452922,0,0,3,0.0542809582398495,5,0.0904682637330824,0,0,0,0,0,5.12800000000001,0.0927842512846496,2,2.56400000000001,3,0,0,0,2,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","incidental"
"Boccia254M","Boccia 254M",92.197,158.26,66.063,0,0,NA,NA,NA,NA,NA,0,0,2,0.0302741322676839,0,0,0,0,0,0,0,64.223,0.972147798313731,2,32.1115,0,0,0,0,1,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","no"
"Boccia254M_2 2","Boccia 254M",139.748,206.807,67.059,0,0,NA,NA,NA,NA,NA,0,0,1,0.0149122414590137,1,0.0149122414590137,0,0,66.056,0,0,48.634,0.725241951117672,1,48.634,0,0,0,0,2,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","no"
"Boccia254M_2","Boccia 254M",52.66,96.95,44.29,2,0.0451569202980357,11.768,67.657,79.425,11.768,0.169952413324269,0,0,2,0.0451569202980357,0,0,0,0,0,0,0,28.765,0.649469406186498,3,9.58833333333334,2,0,0,0,1,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","incidental"
"Boccia254M_3 (2)","Boccia 254M",59.55,95.941,36.391,0,0,NA,NA,NA,NA,NA,1,0.0274793218103377,1,0.0274793218103377,0,0,0,0,0,0,0,15.36,0.422082383006787,2,7.68,0,0,0,1,1,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","no"
"Boccia254M_3 2","Boccia 254M",84.028,184.025,99.997,1,0.0100003000090003,NA,176.275,NA,NA,NA,0,0,3,0.0300009000270008,1,0.0100003000090003,0,0,0,0,0,59.35,0.593517805534166,3,19.7833333333333,1,0,0,0,2,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","incidental"
"Boccia254M_3","Boccia 254M",25.813,74.812,48.999,8,0.163268638135472,6.86885714285714,26.564,74.646,48.082,0.16638243001539,0,0,1,0.020408579766934,2,0.040817159533868,0,0,24.212,0,0,32.1,0.655115410518582,9,3.56666666666667,8,0,0,0,1,"barkeri","Boccia 254M","Tuxtlas","dunk","yes",2.8,49,"J","sustained"
"Boccia255M 2","Boccia 255M",159.742,214.27,54.528,1,0.0183392018779343,NA,162.594,NA,NA,NA,0,0,1,0.0183392018779343,0,0,0,0,0,0,0,2.084,0.0382188967136151,1,2.084,1,0,0,0,2,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M","Boccia 255M",101.955,131.026,29.071,2,0.0687970830036806,3.628,109.466,113.094,3.628,0.551267916207277,0,0,2,0.0687970830036806,1,0.0343985415018403,0,0,0,0,0,0.621000000000009,0.0213614942726432,4,0.155250000000002,2,0,0,0,1,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_2 2","Boccia 255M",71.179,216.263,145.084,4,0.027570235174106,13.7753333333333,83.153,124.479,41.326,0.0967913662101341,0,0,10,0.0689255879352651,3,0.0206776763805795,0,0,0,0,0,104.202,0.718218411403049,13,8.01553846153846,4,0,0,0,2,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_2 3","Boccia 255M",231.079,301.751,70.672,3,0.0424496264432873,37.6145,231.401,244.412,13.011,0.230574129582661,3,0.0424496264432873,1,0.0141498754810958,4,0.0565995019243831,0,0,0,0,0,30.8100000000001,0.435957663572562,7,4.40142857142858,2,0,1,3,3,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_2","Boccia 255M",14.618,55.138,40.52,1,0.0246791707798618,NA,19.808,NA,NA,NA,1,0.0246791707798618,0,0,1,0.0246791707798618,0,0,0,0,0,4.668,0.115202369200395,2,2.334,0,0,1,1,1,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_3 2","Boccia 255M",175.52,299.458,123.938,2,0.0161371008084687,0.709000000000003,176.355,177.064,0.709000000000003,2.82087447108602,0,0,11,0.0887540544465781,7,0.0564798528296406,0,0,0,0,0,58.362,0.470896738691927,12,4.8635,1,0,1,0,2,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_3 3","Boccia 255M",320.475,406.503,86.028,1,0.0116241223787604,NA,379.858,NA,NA,NA,0,0,2,0.0232482447575208,0,0,0,0,0,0,0,86.028,1,1,86.028,1,0,0,0,3,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_3","Boccia 255M",40.534,118.967,78.433,2,0.0254994708859791,5.713,48.165,42.452,5.713,0.350078767722738,2,0.0254994708859791,3,0.0382492063289687,2,0.0254994708859791,0,0,0,0,0,41.722,0.531944462152411,7,5.96028571428572,2,0,0,2,1,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_4 2","Boccia 255M",82.681,217.043,134.362,2,0.014885160983016,38.74,93.328,132.068,38.74,0.0516262261228704,0,0,2,0.014885160983016,0,0,0,0,51.255,0,0,47.37,0.352555037882735,3,15.79,2,0,0,0,2,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia255M_4","Boccia 255M",35.071,62.414,27.343,4,0.146289726803935,8.405,36.447,61.662,25.215,0.15863573269879,0,0,1,0.0365724317009838,0,0,0,NA,27.343,0,0,15.749,0.575979226858794,4,3.93725,3,0,1,0,1,"barkeri","Boccia 255M","Tuxtlas","dunk","yes",14.1,93,"M","incidental"
"Boccia256M dunk","Boccia 256M",7.465,86.876,79.411,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,79.411,1,1,79.411,0,0,0,0,1,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","no"
"Boccia256M_2 2","Boccia 256M",120.517,189.199,68.682,0,0,NA,NA,NA,NA,NA,0,0,8,0.116478844529862,1,0.0145598555662328,0,0,0,0,0,30.435,0.443129204158295,8,3.80437500000001,0,0,0,0,2,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","no"
"Boccia256M_2 3","Boccia 256M",198.582,274.395,75.813,4,0.0527613997599356,21.3373333333333,205.046,269.058,64.012,0.0624882834468537,0,0,8,0.105522799519871,1,0.0131903499399839,0,0,0,0,0,20.294,0.267684961682034,12,1.69116666666667,4,0,0,0,3,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","incidental"
"Boccia256M_2 4","Boccia 256M",278.732,356.38,77.648,0,0,NA,NA,NA,NA,NA,0,0,4,0.0515145270966413,0,0,0,0,0,0,0,49.5380000000001,0.637981660828355,3,16.5126666666667,0,0,0,0,4,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","no"
"Boccia256M_2","Boccia 256M",36.53,100.419,63.889,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,63.279,0,0,63.279,0.99045219051793,1,63.279,0,0,0,0,1,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","no"
"Boccia256M_4 2","Boccia 256M",74.896,235.321,160.425,7,0.0436340969300296,26.4943333333333,74.937,233.903,158.966,0.0440345734307965,0,0,6,0.0374006545114539,0,0,0,0,0,0,0,147.416,0.918909147576749,12,12.2846666666667,7,0,0,0,2,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","sustained"
"Boccia256M_4","Boccia 256M",10.926,72.161,61.235,1,0.0163305299256961,NA,69.165,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0.995000000000005,0.0162488772760677,1,0.995000000000005,0,0,1,0,1,"barkeri","Boccia 256M","Tuxtlas","dunk","yes",11.5,83,"M","incidental"
"Boccia257 dunk","Boccia 257",42.145,138.485,96.34,4,0.0415196180195142,53.7936666666667,55.171,53.67,1.501,2.66489007328448,4,0.0415196180195142,1,0.0103799045048786,5,0.0518995225243928,0,0,0,0,0,16.62,0.172514012871082,7,2.37428571428572,1,3,0,4,1,"maculigula","Boccia 257","Tatama","dunk","yes",0.8,36,"J","incidental"
"Boccia257M_2 (2) 2","Boccia 257M",208.062,501.594,293.532,0,0,NA,NA,NA,NA,NA,0,0,6,0.0204407015248763,1,0.00340678358747939,0,0,0,0,0,98.415,0.335278606761784,6,16.4025,0,0,0,0,2,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","no"
"Boccia257M_2 (2)","Boccia 257M",63.386,184.787,121.401,5,0.0411858221925684,9.9145,79.525,119.183,39.658,0.126077966614554,0,0,0,0,4,0.0329486577540547,0,0,0,0,0,4.70699999999999,0.0387723330120839,5,0.941399999999999,5,0,0,0,1,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","sustained"
"Boccia257M_2 2","Boccia 257M",207.59,275.565,67.975,1,0.0147112909157779,NA,207.923,NA,NA,NA,0,0,0,0,7,0.102979036410445,0,0,0,0,0,67.598,0.994453843324752,2,33.799,1,0,0,0,2,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","incidental"
"Boccia257M_2","Boccia 257M",39.241,188.368,149.127,7,0.0469398566322665,10.633,57.173,120.971,63.798,0.10972130787799,0,0,4,0.026822775218438,5,0.0335284690230475,0,0,131.904,0,0,42.438,0.284576233680018,8,5.30475,7,0,0,0,1,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","sustained"
"Boccia257M_4 2","Boccia 257M",67.056,91.438,24.382,1,0.0410138626855877,NA,84.904,NA,NA,NA,0,0,0,0,3,0.123041588056763,0,0,0,0,0,23.172,0.950373226150439,2,11.586,1,0,0,0,2,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","incidental"
"Boccia257M_4","Boccia 257M",20.851,56.172,35.321,2,0.0566235384049149,32.986,21.184,54.17,32.986,0.0606317831807433,0,0,0,0,0,0,0,0,0,0,0,1.29,0.0365221822711701,2,0.645,2,0,0,0,1,"barkeri","Boccia 257M","Tuxtlas","dunk","yes",7.3,70,"F","incidental"
"Boccia258 dunk","Boccia 258",4.355,90.191,85.836,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"antonii","Boccia 258","Tatama","dunk","yes",1.6,45,"M","no"
"Boccia258M dunk 2","Boccia 258M",85.93,131.697,45.767,1,0.0218498044442502,NA,90.617,NA,NA,NA,0,0,2,0.0436996088885005,0,0,0,0,44.458,0,0,1.208,0.0263945637686542,3,0.402666666666666,1,0,0,0,2,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","incidental"
"Boccia258M dunk 3","Boccia 258M",134.985,177.249,42.264,0,0,NA,NA,NA,NA,NA,0,0,0,0,3,0.0709823963657013,0,0,0,0,0,0,0,0,NA,0,0,0,0,3,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","no"
"Boccia258M dunk","Boccia 258M",9.091,75.617,66.526,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,65.775,0.988711180591047,1,65.775,0,0,0,0,1,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","no"
"Boccia258M_2 2","Boccia 258M",103.169,138.211,35.042,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,2,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","no"
"Boccia258M_2","Boccia 258M",58.34,76.783,18.443,0,0,NA,NA,NA,NA,NA,0,0,0,0,1,0.0542211137016754,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","no"
"Boccia258M_4","Boccia 258M",12.677,144.484,131.807,0,0,NA,NA,NA,NA,NA,1,0.00758685047076407,1,0.00758685047076407,3,0.0227605514122922,0,0,0,0,0,124.924,0.947779708209731,3,41.6413333333333,0,0,0,1,1,"barkeri","Boccia 258M","Tuxtlas","dunk","yes",5.2,63,"F","no"
"Boccia259","Boccia 259",2.102,40.602,38.5,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,"ventrimaculatus","Boccia 259","Tatama","dunk","no",7.3,72,"M","no"
"Boccia259M 2","Boccia 259M",482.235,550.097,67.862,2,0.0294715746662344,1.12599999999998,485.446,486.572,1.12599999999998,1.77619893428068,0,0,2,0.0294715746662344,6,0.0884147239987033,0,0,0,0,0,2.54300000000006,0.037473107188118,3,0.847666666666688,2,0,0,0,2,"barkeri","Boccia 259M","Tuxtlas","dunk","yes",13.9,90,"M","incidental"
