"","plot","species","duration","reads","r2_lin","r2_cur","f_read","f_read_fit","w_temp","lin_aic","quad_aic","exp_aic","asym_aic","lin_lik","quad_lik","exp_lik","asym_lik","lin_int","lin_slope","quad_int","quad_x","quad_x2","quad_dir","exp_int","exp_cur","asym_int","asym_cur","asym_asym","p_lin","p_exp"
"51","./trace trials/COL/Boccia268C.1","maculigula","168","29","0.572674990457136","0.623267738372896","149.776","124.870506040743","22.78","188.904303256043","187.956676547555","188.576941614464","185.879005512436","-90.9721516280216","-89.1450049404441","-90.8084708072321","-88.1061694228845","171.166852894351","-0.275573493176237","178.69073946961","-0.731118868495448","0.0050352053916604","up","171.635744392066","0.00175156077857967","188.99360158996","0.049531401154663","151.598762052705","2.03210336844286e-06","1.75697311066598e-06"
"52","./trace trials/COL/Boccia275C.1","maculigula","406","94","0.880162733548303","0.918698376546848","103.039","96.2169800199721","23.19","577.713277833665","543.426989266395","562.671251010908","NULL","-285.723305583499","-267.488775532074","-278.202292172121","NULL","155.161163365506","-0.145182717599838","163.373659182303","-0.266485434158356","0.000323350886873324","up","157.837483911289","0.00115834573661483","NULL","NULL","NULL","3.64069933166671e-44","2.78097221769043e-46"
"53","./trace trials/swierk rebreathing/swierk1.04.1","oxylophus","129","76","0.790471908805505","0.815305776038016","158.24683","145.144148256155","26.05","502.619298168983","495.261473686017","498.776253818364","492.918887077798","-248.142982417825","-243.349046702163","-246.221460242515","-242.177753398054","200.751922411587","-0.431068016708769","205.805455742351","-0.685489806049756","0.00230346775712567","up","202.252493037193","0.00246516735167357","207.722487012345","0.0136485930400561","144.800816996836","7.96847483928002e-27","3.65393343393287e-28"
"54","./trace trials/swierk rebreathing/swierk1.04.2","oxylophus","153","104","0.84556679820415","0.854343583135804","140.371116","145.611306848799","26.05","694.407784395462","690.486669064535","699.842900925195","NULL","-344.083892197731","-341.041314330248","-346.801450462598","NULL","201.788752902914","-0.367172850026898","197.845526780577","-0.21876553215388","-0.000951860144770792","down","203.054643391522","0.00210086531347569","NULL","NULL","NULL","3.61423678918008e-43","1.32743104886899e-42"
"55","./trace trials/swierk rebreathing/swierk1.03.1","oxylophus","167","63","0.8756780178655","0.920575758783131","163.892688","157.031123491816","26.69","355.494118677245","329.548508358868","350.795403405704","320.499564681252","-174.543669508114","-160.429426593227","-172.194311872344","-155.904954754419","201.272077970601","-0.264915895082544","213.987548253136","-0.615104805887169","0.00194405226243543","up","202.893345460084","0.00150878413482749","223.085443607168","0.0167118010234322","160.046882370482","2.62458957641299e-29","1.17721912941407e-30"
"56","./trace trials/swierk rebreathing/swierk1.03.2","oxylophus","174","51","0.24447349760122","0.42721336301825","175.969944","129.750173345404","26.69","445.679497210014","433.91644384031","444.680398373437","434.64136794171","-219.584429456071","-212.523439311459","-219.084880037782","-212.885901362159","171.119149942937","-0.237752739066283","180.497377582611","-0.814811261069497","0.00454554420757727","up","172.243987512005","0.00161554136512419","201.050355045248","0.111142023391195","149.903850836676","0.000226124878548922","0.000122443315155378"
"57","./trace trials/swierk rebreathing/swierk1.05.1","oxylophus","247","146","0.887194324305668","0.890527451643926","122.20975","122.169964174347","26.35","976.22217141224","973.957891163062","972.080206541339","974.124540480775","-485.026578663867","-482.8371016099","-482.955596228416","-482.920426268756","198.118412438516","-0.307483596211212","201.881513659855","-0.391474130732582","0.000347554588586698","up","201.529723244119","0.00191731493682872","202.03682292285","0.00220322184829673","20.8744033371149","4.12521452318747e-70","5.67926061813829e-70"
"58","./trace trials/swierk rebreathing/swierk1.05.2","oxylophus","208","143","0.749196610425096","0.755832348250552","146.14795","122.156711305152","26.35","1118.58003484468","1116.86279215061","1115.36636082354","1116.8571673918","-556.203686487087","-554.286468539071","-554.596849476516","-554.283656159669","212.277002704099","-0.433270631725707","217.202138158647","-0.591603399079988","0.000901204283458639","up","215.54505171197","0.00250416990411182","217.6515041733","0.00419918995783275","70.2947475301634","3.47741483418437e-44","4.47110329057382e-44"
"59","./trace trials/swierk rebreathing/swierk1.06.1","oxylophus","168","97","0.32056244947536","0.324126242742628","136.37801","137.891443023815","26.74","802.185234928312","803.851828532621","802.472417011898","NULL","-397.963585206092","-397.708522961963","-398.107176247885","NULL","177.170926117325","-0.233806446985179","174.684768595146","-0.13777285668756","-0.000631013809245394","down","177.732652681437","0.00145810027112284","NULL","NULL","NULL","1.50332543168938e-09","1.99475400256007e-09"
"60","./trace trials/swierk rebreathing/swierk1.06.2","oxylophus","85","60","0.751219880579027","0.783894557566803","155.394877","142.651722355532","26.74","402.576784366354","396.427305435732","400.186039917881","398.453676143177","-198.074106468891","-193.85001635423","-196.878734244655","-194.863201707952","187.706391973581","-0.530054936682928","195.255707589019","-0.984770162820956","0.00518797899931041","up","189.27798760701","0.00326289359193219","194.597514524179","0.0151277856474114","128.672550451892","3.60378680744514e-19","1.17076688560356e-19"
"61","./trace trials/swierk rebreathing/swierk2.03.1","oxylophus","280","75","0.392605053612433","0.631524056050817","164.533824","105.522795904863","26.59","669.253863350454","634.001978451992","662.847676338483","647.865975635163","-331.45791759072","-312.715274940282","-328.254824084734","-319.647273531867","190.013458715423","-0.301752367180571","215.702748714271","-0.917643531737243","0.00280467289069431","up","196.885235044792","0.00214562177978991","214.649649622286","0.0139076031579966","133.804025947251","1.81954298383146e-09","1.55661452824505e-11"
"62","./trace trials/swierk rebreathing/swierk2.04.1","oxylophus","265","94","0.694599237760279","0.812814089792063","152.122446","136.731914193385","26.63","610.861070827521","567.02871858095","603.085930547682","NULL","-302.297202080427","-279.289640189351","-298.409631940508","NULL","190.380522707146","-0.202447579297212","202.541151228236","-0.474718111390195","0.00115861124601674","up","192.347509147299","0.00125797015077127","NULL","NULL","NULL","1.99533361233972e-25","2.51377378618824e-26"
"63","./trace trials/swierk rebreathing/swierk2.05.1","oxylophus","133","42","0.784769488119597","0.8310464602302","151.56333","122.161428897299","26.78","267.673102938933","259.954999895748","264.884627433705","259.614078954949","-130.520761995782","-125.436959407333","-129.126524243168","-125.266498936934","183.703761555907","-0.462724305703822","187.987060188379","-0.782677866673006","0.00397272960227754","up","184.680196647726","0.00285011338205469","189.456278495537","0.0210117856342711","142.596843303588","6.39894433277372e-15","2.41905542676532e-15"
"64","./trace trials/swierk rebreathing/swierk2.05.2","oxylophus","264","128","0.730773644163633","0.821143065665724","166.2778","154.966276682745","26.78","849.736352167578","799.52032568436","841.728283361353","802.122122612948","-421.771401890241","-395.597561216164","-417.767367487128","-396.898459680458","197.201826629371","-0.159983143737218","208.354565715188","-0.376089183247772","0.000790923532522198","up","198.782218778566","0.000932185443597814","210.058592979221","0.00900644989971037","156.555411629238","1.03554138800805e-37","4.74520844586031e-40"
"65","./trace trials/swierk rebreathing/swierk2.06.1","oxylophus","111","70","0.6055222452699","0.61105072730726","174.02385","149.994703134998","26.83","532.010857366743","533.274638256783","531.446538194924","533.333352124095","-262.823610501553","-262.329626820699","-262.541450915644","-262.358983754355","216.585315813595","-0.599915429536916","223.987501232971","-0.911242635489724","0.00279138658468455","up","219.48518036155","0.00329221007655621","224.696431132742","0.00884708705646081","114.869768967791","2.25857703100308e-15","2.1540026943428e-15"
"66","./trace trials/swierk rebreathing/swierk2.06.2","oxylophus","220","68","0.739444265430286","0.858718668121207","130.285661","124.052514532471","26.83","485.74054350738","446.380137536731","477.830923676328","444.884250182174","-239.68277175369","-218.872608450905","-235.727961838164","-218.124664773627","179.877409320409","-0.253749521763352","188.775093322965","-0.599386782325776","0.00171026073851597","up","181.604554256998","0.00171725391950253","191.342010305043","0.0138682569916671","133.135781869253","6.00576605969752e-21","2.66145132359802e-21"
"67","./trace trials/swierk rebreathing/swierk2.06.3","oxylophus","268","137","0.640681531462019","0.681015680298784","146.44575","135.943606012208","26.83","914.997648409593","900.808028417715","911.416465462559","897.303661722005","-454.408598640887","-446.252499057343","-452.61800716737","-444.500315709487","176.412971896602","-0.151005096583562","180.606138847038","-0.27485806510702","0.00059249792887715","up","177.11184114898","0.000953730312606114","182.538483447877","0.010017905053988","144.895364703734","8.42861950631393e-32","4.24467974006767e-32"
"68","./trace trials/swierk rebreathing/swierk3.05.1","oxylophus","217","76","0.954317876627863","0.954963005741646","165.726805","120.975741601181","26.54","374.823254328725","375.972368383607","373.921512913803","376.108651260609","-184.244960497696","-183.704494050958","-183.794089790235","-183.772635489459","209.354797915706","-0.407276757209795","210.450466453134","-0.45771955613434","0.000423236701648396","up","210.549993573531","0.00220223199457651","210.340458617594","0.00181652117510861","-39.2905767897263","2.43416395357384e-51","4.0817993727609e-51"
"69","./trace trials/swierk rebreathing/swierk3.06.1","oxylophus","190","46","0.934202873965747","0.934206140766481","139.359744","117.172320083097","26.34","250.246662114874","252.648559361423","251.662010835483","NULL","-121.837616771723","-121.836474802663","-122.545291132027","NULL","204.626284917259","-0.460284025442958","204.729240505561","-0.463635374446654","2.30001431798322e-05","up","207.367534104744","0.00267852505449111","NULL","NULL","NULL","1.2371305654461e-27","5.60753321977165e-27"
"70","./trace trials/swierk rebreathing/swierk4.02.1","oxylophus","278","161","0.939059167432807","0.940369907870483","146.141735","142.103958797336","26.74","934.235668162395","932.83857510674","930.850234881837","932.877928037342","-464.041400960178","-462.291082425165","-462.348684319899","-462.310758890466","206.24194522917","-0.230712181409477","208.059427910645","-0.267703748354104","0.000133631244629042","up","208.391715792217","0.0013257151656955","208.118181641515","0.00115419532356583","-25.8938416625018","1.63777318647597e-98","7.01009141407533e-100"
"71","./trace trials/swierk rebreathing/swierk5.02.1","oxylophus","227","153","0.933233520043456","0.933303979526499","159.748956","158.175714828163","25.83","767.49337379246","769.441022208793","768.134099782818","769.450164698955","-380.666149983478","-380.585375969261","-380.986512978658","-380.589947214342","199.565788774736","-0.182335127517943","199.824933751038","-0.188995661856044","2.99942385029582e-05","up","200.368250426119","0.00101652031876444","199.812082111296","0.000310109206934002","-408.69381649112","1.20420326486126e-90","1.17128816045079e-89"
"72","./trace trials/swierk rebreathing/swierk5.03.1","oxylophus","403","163","0.970762188474374","0.975923896368585","133.126008","126.759887635662","25.86","802.999732271768","773.440346252524","772.425694874453","NULL","-398.424394437771","-382.593590847781","-383.137375739113","NULL","201.466518642992","-0.185376255601314","203.825801317031","-0.224908023401358","0.000104899179747061","up","203.876787378759","0.00111498145211778","NULL","NULL","NULL","2.05483771449809e-125","1.20594585086771e-126"
"73","./trace trials/swierk rebreathing/swierk5.04.1","oxylophus","123","102","0.313385908846903","0.321779705501668","190.996515","191.633262359269","26.41","562.745635826656","563.658483440577","562.83552264262","NULL","-278.250368933736","-277.623056153278","-278.295312341718","NULL","201.869521951824","-0.0832216227037003","199.926519478712","-0.014236645679564","-0.000497275798915265","down","201.927371232249","0.000423569827725285","NULL","NULL","NULL","9.54041753069744e-10","1.02287360923289e-09"
"74","./trace trials/swierk rebreathing/swierk5.04.2","oxylophus","111","96","0.821743474222498","0.843696886098724","181.332621","184.992458418779","26.41","591.257435255667","580.819181260748","594.730121737888","NULL","-292.498282845225","-286.189810410594","-294.234626086335","NULL","222.630037450836","-0.339077288577094","219.075734736313","-0.126764510880477","-0.0020000063659658","down","222.978647175929","0.00164384595023948","NULL","NULL","NULL","5.68869396406516e-37","5.04153107998926e-36"
"75","./trace trials/swierk rebreathing/swierk5.05.1","oxylophus","207","189","0.904986247388602","0.911224358474323","150.964517","154.117027524869","26.47","1135.03498438918","1124.28778066072","1148.19222453684","NULL","-564.452627329725","-558.035194678185","-571.031247403555","NULL","208.733129177518","-0.263845901703618","205.503412742428","-0.175818007241064","-0.000424296962928328","down","209.981546965498","0.00144351703415328","NULL","NULL","NULL","1.62148072527728e-97","6.51227734997359e-94"
"76","./trace trials/swierk rebreathing/swierk5.05.2","oxylophus","129","103","0.888997138656729","0.893846073142773","163.62125","160.633997356095","26.47","608.958869044439","606.524030882721","613.360873233358","NULL","-301.358222401007","-299.057933808708","-303.559224495467","NULL","208.546651570913","-0.371415924145872","205.772077901118","-0.251652492875669","-0.000926478524073499","down","209.537426026253","0.0020016623158697","NULL","NULL","NULL","5.16541327079696e-50","8.9845424433992e-49"
"77","./trace trials/swierk rebreathing/swierk6.01.1","oxylophus","221","75","0.405436245440235","0.646556608150979","147.246568","131.776886002819","26.95","647.307417899423","610.532972197956","643.915004181661","NULL","-320.484694865204","-300.980771813264","-318.788488006323","NULL","184.877724988179","-0.240275289526516","219.458940839769","-1.05023510089113","0.00347568067566966","up","188.650092794313","0.00163314253971782","NULL","NULL","NULL","8.22149172488964e-10","1.04893085894793e-10"
"78","./trace trials/swierk rebreathing/swierk6.02.1","oxylophus","163","37","0.631821259853055","0.774699151939366","157.551414","142.938324119515","26.42","265.070340030259","249.421186425715","264.25270859674","235.255149501952","-129.171533651493","-120.085593212858","-128.762717934734","-113.002574750976","186.727529165557","-0.268645429730319","200.830339233623","-1.15504478948865","0.00766572911944909","up","187.335229750866","0.00159097656813639","213.389716089688","0.0554994636203666","161.327590644771","4.22601932901209e-09","2.53286440845315e-09"
"79","./trace trials/swierk rebreathing/swierk6.02.2","oxylophus","185","89","0.894550598111771","0.904534772906651","149.082534","151.181682561931","26.42","484.536180842575","477.87726243098","490.763195865921","NULL","-239.126913950699","-234.700535977395","-242.240421462372","NULL","195.38028691865","-0.238911374901187","192.32660882832","-0.147293219810673","-0.000495584684541025","down","196.242352541895","0.00136549034055248","NULL","NULL","NULL","2.86401910807095e-44","9.88869718912837e-42"
"80","./trace trials/swierk rebreathing/swierk6.04.1","oxylophus","139","60","0.754593860184664","0.808725423516835","120.85007","109.460145676542","26.63","442.426113960129","429.772540299924","436.77504790944","433.428900213317","-217.998771265779","-210.522633786326","-215.173238240434","-212.350813743022","176.971488756201","-0.485693115680999","188.003055270795","-0.953724565521621","0.0034817704739358","up","180.442574239952","0.00346293728619901","187.316545640071","0.0112424605806437","99.7675730860045","2.42019744007122e-19","1.1996681452875e-19"
"81","./trace trials/swierk rebreathing/swierk6.04.2","oxylophus","87","46","0.236492538487549","0.239849009616344","166.97067","166.005133839065","26.63","357.012106541981","359.213620361815","356.970871651934","354.698116057923","-175.220338985276","-175.119005302859","-175.199721540253","-172.861253150913","184.709974703206","-0.214998170852196","186.01892895539","-0.323935674019807","0.00127247413173672","up","184.874296634595","0.0012287849342368","211.369971480765","0.167630532541237","171.354943845592","0.000611212876087084","0.000577398806392404"
"82","./trace trials/swierk rebreathing/swierk6.04.3","oxylophus","157","88","0.0374278169276692","0.0911148432339372","145.838151","145.779329749317","26.63","780.78693414521","777.932800048761","780.705381869171","778.705057247315","-387.250609929748","-384.725436168959","-387.209833791729","-385.111564768236","162.316572423186","-0.10533275588451","172.813898082747","-0.645043013504413","0.00439777222366486","up","162.549359100291","0.000692093875085267","176.038700144989","0.0505551928505401","151.727943299711","0.0709191084889984","0.0652855213324881"
"83","./trace trials/mahler data/BILSKT04","lynchi","88","22","0.767420143926803","0.774480890831049","145.888424","137.426672189476","24.38","146.366551757707","148.707927400935","146.59768944875","NULL","-69.5166092121866","-69.177493112232","-69.6321780577082","NULL","166.348487146555","-0.328656988148622","163.519864702521","-0.110436134032451","-0.00231684057754147","down","166.740734323673","0.00217390095590203","NULL","NULL","NULL","9.19170280134513e-08","1.0628144369326e-07"
"84","./trace trials/mahler data/BILKT04B","lynchi","187","63","0.968708467133915","0.977743296384998","116.059959","113.349351917425","24.68","341.2688846502","322.087389501788","326.231989707939","323.881900793559","-167.431052494591","-156.698867164687","-159.912605023461","-157.596122810573","176.167564196756","-0.335926268873426","180.923935885595","-0.48626518808316","0.000774395238593551","up","178.884049006799","0.00236090811561332","181.202068743227","0.00439768477027361","65.9622852197509","1.33258507273294e-47","3.09685533538586e-50"
"85","./trace trials/mahler data/BKT04A","lynchi","182","120","0.988619095955618","0.989739682577974","121.7259","117.617804167732","24.36","525.112602718081","514.815161456991","517.986970975502","515.322239135965","-259.452853083178","-253.233667685017","-255.890037211889","-253.487206524504","186.027263835295","-0.37587615201958","187.714957073756","-0.430818811317975","0.000295827800846525","up","188.743844623284","0.00249259984001277","187.712628557257","0.00152530329418384","-95.6964918871919","1.52037858181741e-116","3.84507126157242e-119"
"86","./trace trials/mahler data/BKT06B","lynchi","52","44","0.799230066410511","0.916801486138027","176.806762","169.965051766878","24.6","211.302165614955","174.966879686192","209.651982922832","179.891220743707","-102.351082807478","-82.9706193302753","-101.525991461416","-85.4327898590331","190.206507842424","-0.389258770683579","194.16620475942","-0.954929758825868","0.013155139259123","up","190.410804843034","0.00216048538176587","194.776216209654","0.0619175900175743","174.756130788316","3.09471098105072e-16","1.22027092508354e-16"
"87","./trace trials/mahler data/BKT06B.2","lynchi","97","24","0.0981226027376849","0.410117314888448","181.259342","176.322513361535","24.6","142.28570742859","135.001652763837","142.31984380971","NULL","-67.5428537142949","-62.4481948029712","-67.5599219048552","NULL","193.507792578579","-0.177167826979835","164.10808684121","2.07440709384481","-0.0399829830461327","down","193.500311905283","0.000927502490276399","NULL","NULL","NULL","0.13610143925283","0.140964547849611"
"88","./trace trials/mahler data/BFA01C.1","lynchi","57","7","0.0100079350655742","0.830749747521709","174.348438","178.903401830126","24.52","64.6842590728288","66.3200294024499","64.6875079015182","NULL","-25.3421295364144","-19.160014701225","-25.3437539507591","NULL","186.319428757322","-0.130105735564851","106.671275502362","7.44041180154024","-0.157719115356356","down","186.225473110156","0.000677435862294327","NULL","NULL","NULL","0.83101594539266","0.839185419352413"
"89","./trace trials/mahler data/BFA01C.2","lynchi","81","7","0.985756341490259","0.9955839382458","161.143675","157.409010684332","24.52","29.963023363394","35.7655788792543","30.6720734716302","NULL","-7.98151168169698","-3.88278943962713","-8.33603673581512","NULL","203.202159957373","-0.565347521889399","163.497437816768","0.913484439117591","-0.0127734162137689","down","206.258797387134","0.00331347395124102","NULL","NULL","NULL","8.26332512060896e-06","1.28760407330227e-05"
